run_name,accuracy,macro_f1,weighted_f1,sitting_to_standing,standing_to_sitting,static_confusion_total,sitting_f1,standing_f1,baseline_accuracy,baseline_macro_f1,baseline_static_confusion_total,macro_f1_change_vs_baseline,static_confusion_change_vs_baseline,experiment,model_note,input_shape,output_classes,normalization,loss,focal_gamma,optimizer,learning_rate,learning_rate_decay,batch_size,epochs_requested,early_stopping,best_epoch,best_val_loss,trainable_parameters,keras_model_parameters,model_artifact_type,weights_path,runtime_note,tflite_size_bytes,dynamic_range_tflite_size_bytes,host_latency
m3_focal_loss_tiny_cnn,0.9073634204275535,0.907141364271661,0.9073283034351636,120,62,182,0.7965179542981502,0.8377896613190731,0.9168646080760094,0.9173051875969983,184,-0.010163823325337273,-2,focal_loss,"Same deployable 6-channel depthwise-separable CNN as M2/M3, trained with sparse focal loss.","[128, 6]","['WALKING', 'WALKING_UPSTAIRS', 'WALKING_DOWNSTAIRS', 'SITTING', 'STANDING', 'LAYING']",per-channel standardization fit on training split only,sparse focal loss,2.0,Adam,0.001,0.01,50,40,"{'monitor': 'val_loss', 'patience': 8}",8,0.0487591475248336,1786,1922,Keras weights checkpoint; reconstruct with build_tiny_ds_cnn and load_weights.,C:\Users\tings\tinyml-esp32-wokwi-starter\outputs\lightweight\experiments\m3_focal_loss_tiny_cnn\models\m3_focal_loss_tiny_cnn.weights.h5,This is a Phase 2 loss/feature experiment. TFLite export and host latency are skipped by default; use src.deployment.quantization_experiment for deployable Phase 3 metrics.,13460,13460,"{'mean_ms': 46.88337999941723, 'median_ms': 46.63950000031036, 'p95_ms': 48.49672999880568, 'runs': 20, 'device_note': 'Host CPU Keras predict latency; not an Arduino latency claim.'}"
