run_name,feature_mode,algorithm_mitigation,calibration_pose_note,train_windows_before_augmentation,train_windows_effective,internal_validation_windows,session1_right_windows,session1_left_windows,augmentation,parameters,trainable_parameters,uci_internal_val_accuracy,uci_internal_val_macro_f1,session1_right_accuracy,session1_right_macro_f1,session1_left_accuracy,session1_left_macro_f1,session1_right_top_confusions,session1_left_top_confusions
session4_train_session1_eval_base_6ch,base_6ch,Controlled baseline without algorithm-level orientation mitigation.,No explicit calibration-pose samples are used in this run.,10962,21924,1801,118,115,"{'enabled': True, 'copies': 1, 'noise_std': 0.02, 'scale_min': 0.95, 'scale_max': 1.05, 'max_shift': 4, 'guardrail': 'Only training windows were augmented. Session 1 right/left evaluations were unchanged.'}",1922,1786,0.9489172681843421,0.9504324018590236,0.9745762711864406,0.9663299663299663,0.7565217391304347,0.7181286549707603,"[{'true': 'WALKING_DOWNSTAIRS', 'predicted': 'WALKING_UPSTAIRS', 'count': 3}]","[{'true': 'SITTING', 'predicted': 'LAYING', 'count': 22}, {'true': 'WALKING', 'predicted': 'WALKING_DOWNSTAIRS', 'count': 6}]"
session4_train_session1_eval_gravity_aligned_6ch,gravity_aligned_6ch,Offline gravity-frame alignment by rotating each window to align mean acceleration with +Z.,A real calibration-pose workflow is still a hardware protocol requirement. This experiment approximates calibration algorithmically from each window's mean acceleration.,10962,21924,1801,118,115,"{'enabled': True, 'copies': 1, 'noise_std': 0.02, 'scale_min': 0.95, 'scale_max': 1.05, 'max_shift': 4, 'guardrail': 'Only training windows were augmented. Session 1 right/left evaluations were unchanged.'}",1922,1786,0.8650749583564686,0.8632442854709805,0.7711864406779662,0.7248397597234807,0.6086956521739131,0.6468601708743266,"[{'true': 'LAYING', 'predicted': 'SITTING', 'count': 22}, {'true': 'WALKING_DOWNSTAIRS', 'predicted': 'WALKING_UPSTAIRS', 'count': 3}, {'true': 'WALKING', 'predicted': 'WALKING_UPSTAIRS', 'count': 1}, {'true': 'WALKING_UPSTAIRS', 'predicted': 'WALKING_DOWNSTAIRS', 'count': 1}]","[{'true': 'LAYING', 'predicted': 'SITTING', 'count': 22}, {'true': 'SITTING', 'predicted': 'LAYING', 'count': 20}, {'true': 'WALKING_UPSTAIRS', 'predicted': 'WALKING_DOWNSTAIRS', 'count': 2}, {'true': 'WALKING', 'predicted': 'WALKING_DOWNSTAIRS', 'count': 1}]"
session4_train_session1_eval_gravity_10ch,gravity_10ch,Orientation-aware repeated gravity direction and acceleration magnitude features.,No explicit calibration-pose samples are used in this run.,10962,21924,1801,118,115,"{'enabled': True, 'copies': 1, 'noise_std': 0.02, 'scale_min': 0.95, 'scale_max': 1.05, 'max_shift': 4, 'guardrail': 'Only training windows were augmented. Session 1 right/left evaluations were unchanged.'}",2066,1930,0.9455857856746253,0.9454997221329929,0.788135593220339,0.744107744107744,0.9826086956521739,0.9752747252747254,"[{'true': 'LAYING', 'predicted': 'SITTING', 'count': 22}, {'true': 'WALKING_DOWNSTAIRS', 'predicted': 'WALKING_UPSTAIRS', 'count': 3}]","[{'true': 'WALKING_UPSTAIRS', 'predicted': 'WALKING_DOWNSTAIRS', 'count': 2}]"
