run_name,experiment,feature_mode,uci_test_accuracy,uci_test_macro_f1,arduino_v2_val_accuracy,arduino_v2_val_macro_f1,arduino_v2_val_f1_walking,arduino_v2_val_f1_walking_upstairs,arduino_v2_val_f1_walking_downstairs,arduino_v2_val_f1_sitting,arduino_v2_val_f1_standing,arduino_v2_val_f1_laying,fp32_tflite_size_bytes,host_latency_mean_ms,host_latency_note
m3_target_mixed_6ch,mixed_6ch,base_6ch,0.8076009501187649,0.7929035077697506,0.5048543689320388,0.3543360433604336,0.16666666666666666,0.2926829268292683,0.0,0.0,1.0,0.6666666666666666,13460,40.0712399999918,Host CPU Keras predict latency; not an Arduino latency claim.
