run_name,experiment,feature_mode,uci_test_accuracy,uci_test_macro_f1,arduino_v2_val_accuracy,arduino_v2_val_macro_f1,arduino_v2_val_f1_walking,arduino_v2_val_f1_walking_upstairs,arduino_v2_val_f1_walking_downstairs,arduino_v2_val_f1_sitting,arduino_v2_val_f1_standing,arduino_v2_val_f1_laying,fp32_tflite_size_bytes,host_latency_mean_ms,host_latency_note
m3_target_mixed_focal_6ch,mixed_focal_6ch,base_6ch,0.8137088564642009,0.7981568831219225,0.6310679611650486,0.48698698698698695,0.8108108108108109,0.4444444444444444,0.0,0.0,1.0,0.6666666666666666,13460,40.60723499999597,Host CPU Keras predict latency; not an Arduino latency claim.
