,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING
WALKING,482,1,13,0,0,0
WALKING_UPSTAIRS,4,446,21,0,0,0
WALKING_DOWNSTAIRS,3,19,398,0,0,0
SITTING,0,0,0,388,103,0
STANDING,0,0,0,81,451,0
LAYING,0,0,0,0,0,537
