mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.25580792427062987,0.04076126178731692,0.002120828628540039,0.0011606485172504892,0.0,0.1,2,100,"{'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 100}",0.9945689658517161,0.997254403000067,1.0,1.0,1.0,0.9983646737703566,0.0021754528456884173,1
