accuracy,loss,val_accuracy,val_loss
0.5028107166290283,0.5673003792762756,0.5922330021858215,1.6672002077102661
0.6880074739456177,0.36243996024131775,0.6796116232872009,1.4433624744415283
0.7704559564590454,0.27000510692596436,0.6893203854560852,1.4836368560791016
0.7945034503936768,0.22684523463249207,0.7184466123580933,1.5907808542251587
0.8191755414009094,0.19622108340263367,0.737864077091217,1.65328049659729
0.843222975730896,0.1720043122768402,0.7281553149223328,1.619647741317749
0.8588382005691528,0.152750164270401,0.7184466123580933,1.5539692640304565
0.873204231262207,0.13597042858600616,0.708737850189209,1.5087096691131592
0.8914740681648254,0.12075216323137283,0.708737850189209,1.467398762702942
0.9033416509628296,0.1067892536520958,0.6699029207229614,1.4300329685211182
0.9144284725189209,0.09470103681087494,0.6601941585540771,1.3609797954559326
0.9209868907928467,0.08460213989019394,0.6601941585540771,1.243533730506897
0.9266083836555481,0.07660458981990814,0.6699029207229614,1.1278349161148071
0.9308244585990906,0.07015743106603622,0.6699029207229614,0.9599538445472717
0.9334790706634521,0.06487012654542923,0.6699029207229614,0.7989568710327148
0.9359775185585022,0.060471564531326294,0.6699029207229614,0.7470135688781738
0.9381636381149292,0.056782014667987823,0.6699029207229614,0.7779144048690796
0.9397251605987549,0.053644344210624695,0.6796116232872009,0.7722882032394409
0.9415990114212036,0.05090903863310814,0.6893203854560852,0.7539711594581604
0.9426920413970947,0.048555176705121994,0.708737850189209,0.7820595502853394
0.9442535638809204,0.04643905162811279,0.7184466123580933,0.793515682220459
0.9442535638809204,0.044529613107442856,0.7281553149223328,0.8672818541526794
0.9453466534614563,0.042806051671504974,0.7281553149223328,0.9232235550880432
0.9462835788726807,0.04139183461666107,0.7281553149223328,0.9915328025817871
