class,precision,recall,f1-score,support
WALKING,1.0,0.9545454545454546,0.9767441860465116,22.0
WALKING_UPSTAIRS,1.0,1.0,1.0,6.0
WALKING_DOWNSTAIRS,0.9,1.0,0.9473684210526315,9.0
SITTING,0.0,0.0,0.0,22.0
STANDING,1.0,1.0,1.0,22.0
LAYING,0.5,1.0,0.6666666666666666,22.0
macro avg,0.7333333333333334,0.8257575757575758,0.7651298789609683,103.0
weighted avg,0.670873786407767,0.7766990291262136,0.7056442189239185,103.0
