run_name,experiment,feature_mode,uci_test_accuracy,uci_test_macro_f1,arduino_v2_val_accuracy,arduino_v2_val_macro_f1,arduino_v2_val_f1_walking,arduino_v2_val_f1_walking_upstairs,arduino_v2_val_f1_walking_downstairs,arduino_v2_val_f1_sitting,arduino_v2_val_f1_standing,arduino_v2_val_f1_laying,fp32_tflite_size_bytes,host_latency_mean_ms,host_latency_note
m3_target_arduino_only,arduino_only,base_6ch,0.330844927044452,0.21342011838504915,0.21359223300970873,0.058666666666666666,0.0,0.0,0.0,0.0,0.0,0.352,13460,39.83478000000247,Host CPU Keras predict latency; not an Arduino latency claim.
