,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING
WALKING,0,0,0,0,0,44
WALKING_UPSTAIRS,0,0,0,0,0,24
WALKING_DOWNSTAIRS,0,0,0,0,0,24
SITTING,0,38,0,0,0,6
STANDING,0,0,0,0,0,66
LAYING,0,0,0,0,0,44
