,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING
WALKING,45,0,0,0,0,0
WALKING_UPSTAIRS,2,0,28,0,0,0
WALKING_DOWNSTAIRS,20,0,10,0,0,0
SITTING,0,0,0,45,0,0
STANDING,0,0,0,0,45,0
LAYING,0,45,0,0,0,0
