accuracy,loss,val_accuracy,val_loss
0.42907387018203735,2.2510979175567627,0.0,1.8026341199874878
0.6787807941436768,1.4455516338348389,0.17475728690624237,1.7985001802444458
0.7162954211235046,1.0795482397079468,0.19417475163936615,1.7909759283065796
0.8522860407829285,0.876140832901001,0.2330097109079361,1.7776780128479004
0.8991793394088745,0.749731719493866,0.4563106894493103,1.7617615461349487
0.9331769943237305,0.6578855514526367,0.42718446254730225,1.7446790933609009
0.953106701374054,0.5870158672332764,0.40776699781417847,1.7275923490524292
0.961313009262085,0.5288034677505493,0.3980582654476166,1.7099493741989136
0.9730363488197327,0.47864052653312683,0.3980582654476166,1.694698691368103
0.974208652973175,0.433367520570755,0.40776699781417847,1.6763067245483398
0.9788979887962341,0.3913833498954773,0.40776699781417847,1.6567753553390503
0.9788979887962341,0.3541977107524872,0.40776699781417847,1.6374132633209229
0.9835873246192932,0.3211494982242584,0.41747573018074036,1.6187113523483276
0.9847596883773804,0.2913745641708374,0.43689319491386414,1.5998426675796509
0.9859319925308228,0.2645954489707947,0.48543688654899597,1.5768541097640991
0.9882766604423523,0.24010756611824036,0.5242718458175659,1.556625485420227
0.9906213283538818,0.21823349595069885,0.5339806079864502,1.539882779121399
0.991793692111969,0.19831211864948273,0.5242718458175659,1.5290346145629883
0.991793692111969,0.18028999865055084,0.5339806079864502,1.5248578786849976
0.991793692111969,0.16421012580394745,0.5339806079864502,1.5324546098709106
0.9964830279350281,0.1497771292924881,0.5436893105506897,1.5535247325897217
0.9964830279350281,0.13695940375328064,0.5436893105506897,1.587044596672058
0.9964830279350281,0.12565341591835022,0.5436893105506897,1.651695728302002
0.9964830279350281,0.11544198542833328,0.5436893105506897,1.7343133687973022
0.9976553320884705,0.10641587525606155,0.5436893105506897,1.835700511932373
0.9976553320884705,0.0983235239982605,0.5436893105506897,1.9592331647872925
0.9976553320884705,0.09097804874181747,0.5436893105506897,2.1095259189605713
