run_name,experiment,feature_mode,uci_test_accuracy,uci_test_macro_f1,arduino_v2_val_accuracy,arduino_v2_val_macro_f1,arduino_v2_val_f1_walking,arduino_v2_val_f1_walking_upstairs,arduino_v2_val_f1_walking_downstairs,arduino_v2_val_f1_sitting,arduino_v2_val_f1_standing,arduino_v2_val_f1_laying,fp32_tflite_size_bytes,host_latency_mean_ms,host_latency_note
m3_target_mixed_gravity_10ch,mixed_gravity_10ch,gravity_10ch,0.6223277909738717,0.5981300767809057,0.2815533980582524,0.16428571428571428,0.0,0.2857142857142857,0.2,0.0,0.0,0.5,14036,39.356574999996496,Host CPU Keras predict latency; not an Arduino latency claim.
