run_name,accuracy,macro_f1,weighted_f1,sitting_to_standing,standing_to_sitting,static_confusion_total,sitting_f1,standing_f1,baseline_accuracy,baseline_macro_f1,baseline_static_confusion_total,macro_f1_change_vs_baseline,static_confusion_change_vs_baseline,experiment,model_note,input_shape,output_classes,normalization,loss,focal_gamma,optimizer,learning_rate,learning_rate_decay,batch_size,epochs_requested,early_stopping,best_epoch,best_val_loss,trainable_parameters,keras_model_parameters,model_artifact_type,weights_path,runtime_note,tflite_size_bytes,dynamic_range_tflite_size_bytes,host_latency
m3_gravity_feature_tiny_cnn,0.9178825924669155,0.9173169383073992,0.9167473368879671,110,63,173,0.7864184008762322,0.8432432432432433,0.9168646080760094,0.9173051875969983,184,1.1750710400937336e-05,-11,gravity_feature,"Adds four constant channels per window: mean acceleration unit vector (gx, gy, gz) and mean acceleration magnitude.","[128, 10]","['WALKING', 'WALKING_UPSTAIRS', 'WALKING_DOWNSTAIRS', 'SITTING', 'STANDING', 'LAYING']",per-channel standardization fit on training split only,sparse categorical cross entropy,,Adam,0.001,0.01,50,40,"{'monitor': 'val_loss', 'patience': 8}",12,0.1226564273238182,1930,2066,Keras weights checkpoint; reconstruct with build_tiny_ds_cnn and load_weights.,C:\Users\tings\tinyml-esp32-wokwi-starter\outputs\lightweight\experiments\m3_gravity_feature_tiny_cnn\models\m3_gravity_feature_tiny_cnn.weights.h5,This is a Phase 2 loss/feature experiment. TFLite export and host latency are skipped by default; use src.deployment.quantization_experiment for deployable Phase 3 metrics.,14036,14036,"{'mean_ms': 49.54505500027153, 'median_ms': 48.71879999700468, 'p95_ms': 52.48290000199631, 'runs': 20, 'device_note': 'Host CPU Keras predict latency; not an Arduino latency claim.'}"
