time_ms,ax,ay,az,gx,gy,gz,label
20,-0.75,0.36,-0.54,-20.57,47.67,8.73,walk_down
46,-0.93,0.25,-0.62,146.97,33.08,10.74,walk_down
72,-1.67,0.2,-0.49,143.13,50.6,12.08,walk_down
98,-1.69,0.12,-0.44,99.43,44.98,19.17,walk_down
124,-1.18,0.1,-0.37,47.24,-22.89,-3.48,walk_down
150,-0.74,0.12,-0.26,23.19,-26.98,-3.48,walk_down
176,-0.65,0.14,-0.17,44.92,-28.5,2.81,walk_down
202,-0.85,0.1,-0.11,49.62,-9.34,5.55,walk_down
228,-0.83,0.11,-0.12,15.69,1.34,0.73,walk_down
254,-0.83,0.15,-0.2,-7.51,0.18,-5.13,walk_down
280,-1.03,0.14,-0.25,-0.49,0.73,-4.58,walk_down
306,-1.34,0.19,-0.29,-0.55,3.36,3.17,walk_down
332,-1.16,0.16,-0.27,-1.22,-8.36,-4.09,walk_down
359,-1.0,0.21,-0.2,-9.58,-12.7,-3.11,walk_down
385,-0.92,0.2,-0.15,4.88,-3.3,-6.65,walk_down
412,-0.92,0.08,-0.13,4.76,6.59,-12.88,walk_down
438,-0.96,-0.0,-0.2,-17.64,14.53,-24.48,walk_down
464,-1.04,-0.21,-0.17,-37.41,12.7,-20.63,walk_down
491,-0.98,-0.3,-0.15,-92.04,4.03,-6.71,walk_down
517,-0.93,-0.16,-0.09,-82.89,-7.14,7.81,walk_down
544,-0.83,0.03,-0.08,-37.29,-2.81,13.55,walk_down
570,-0.85,0.14,-0.07,5.43,15.08,16.72,walk_down
596,-0.97,0.07,-0.09,18.37,42.11,7.63,walk_down
622,-1.02,-0.06,-0.14,-1.4,52.25,-0.12,walk_down
649,-0.91,-0.2,-0.15,-18.31,57.13,-3.11,walk_down
676,-0.72,-0.4,-0.15,-9.64,56.34,10.44,walk_down
703,-0.7,-0.46,-0.23,19.23,37.29,32.53,walk_down
729,-0.89,-0.37,-0.21,87.52,19.71,54.38,walk_down
756,-0.73,-0.19,0.12,117.19,-4.94,64.27,walk_down
782,-0.99,-0.18,0.31,240.54,-35.22,71.11,walk_down
808,-1.36,-0.6,0.23,335.75,20.39,46.45,walk_down
834,-1.51,-0.06,0.45,241.64,54.63,76.72,walk_down
860,-1.59,0.62,0.77,162.29,-8.3,116.46,walk_down
886,-1.54,0.45,0.15,-61.34,7.26,52.37,walk_down
913,-1.29,0.32,-0.29,-128.11,27.1,26.73,walk_down
939,-1.18,0.3,-0.21,-78.0,-4.33,7.87,walk_down
965,-1.27,0.34,-0.06,-33.33,-24.48,-1.59,walk_down
992,-1.08,0.23,0.22,-15.99,-32.53,-32.1,walk_down
1018,-0.71,0.08,0.36,-17.27,-40.47,-57.62,walk_down
1044,-0.57,0.1,0.2,-25.21,-26.12,-54.87,walk_down
1071,-0.6,0.09,0.13,-42.6,-20.26,-53.89,walk_down
1098,-0.68,0.08,0.01,-34.97,-31.43,-60.24,walk_down
1124,-0.76,0.08,0.02,-48.34,-36.62,-53.41,walk_down
1151,-0.8,0.12,0.1,-47.24,-37.78,-54.02,walk_down
1177,-0.78,0.06,0.16,-75.87,-25.82,-61.22,walk_down
1203,-0.84,-0.08,0.18,-119.63,-22.71,-47.61,walk_down
