time_ms,ax,ay,az,gx,gy,gz,label
20,-0.57,-0.2,0.14,-20.63,54.26,11.9,walk_down
46,-0.59,-0.0,0.06,76.6,-18.68,18.37,walk_down
72,-0.74,0.25,0.12,53.77,-36.74,6.41,walk_down
98,-0.81,0.29,0.23,6.96,-42.18,-10.99,walk_down
124,-1.03,0.26,0.53,-44.86,-52.25,-27.04,walk_down
150,-1.46,0.54,0.29,-86.24,-25.7,-41.5,walk_down
176,-1.69,0.44,0.15,-19.35,-2.87,-39.25,walk_down
202,-2.45,0.42,0.04,49.74,-53.04,-12.94,walk_down
228,-2.77,0.49,0.57,78.61,-2.81,-52.73,walk_down
254,-1.4,-0.15,0.41,-71.04,54.57,24.23,walk_down
280,-0.81,-0.16,0.06,-111.02,58.72,18.55,walk_down
306,-0.4,-0.07,-0.23,-69.27,38.76,-7.93,walk_down
332,-0.28,-0.08,-0.32,-55.91,19.9,5.98,walk_down
359,-0.4,-0.07,-0.29,-25.45,27.77,11.05,walk_down
386,-0.85,-0.06,-0.19,-6.1,27.16,28.93,walk_down
413,-1.22,0.23,-0.13,-20.63,15.5,40.53,walk_down
439,-1.49,0.45,-0.1,23.01,-18.13,31.68,walk_down
465,-1.26,0.48,-0.04,54.38,-47.06,30.46,walk_down
491,-1.13,0.41,0.06,111.45,-46.63,27.71,walk_down
517,-1.05,0.44,0.22,209.96,-41.14,24.72,walk_down
543,-0.94,0.28,0.84,219.48,-40.71,2.01,walk_down
570,-0.75,-0.1,0.72,-351.14,56.52,64.33,walk_down
596,-0.77,0.61,0.36,-254.58,125.73,73.3,walk_down
622,-0.56,0.36,0.15,-110.53,108.15,10.62,walk_down
648,-0.64,0.02,-0.17,-92.47,100.77,-8.73,walk_down
674,-0.6,-0.07,-0.28,-140.87,55.05,8.67,walk_down
701,-0.71,0.41,-0.28,-56.82,89.05,-27.71,walk_down
727,-0.66,0.86,-0.05,28.38,63.23,-47.24,walk_down
754,-0.38,0.05,1.44,-3.54,50.23,-38.02,walk_down
780,-0.69,1.23,0.48,-361.15,128.36,-66.53,walk_down
806,-1.57,0.89,0.69,-304.5,88.56,-87.1,walk_down
832,-2.06,0.57,0.39,-209.53,1.22,-82.52,walk_down
858,-1.48,0.33,0.76,-67.99,-56.64,-78.67,walk_down
884,-0.74,-0.52,0.07,76.35,-20.94,-88.38,walk_down
911,-0.76,-0.42,-0.05,11.05,-73.36,-51.45,walk_down
938,-0.74,-0.1,0.47,-82.15,-84.9,0.24,walk_down
964,-0.87,-0.16,0.34,-50.29,-54.26,52.49,walk_down
990,-0.85,-0.11,0.14,-9.77,-38.94,83.8,walk_down
1016,-0.6,-0.07,0.14,14.1,-56.21,102.84,walk_down
1042,-0.41,0.07,0.12,-0.31,-57.19,108.22,walk_down
1068,-0.53,0.14,0.12,-0.37,-68.24,106.45,walk_down
1094,-0.79,0.29,0.19,16.05,-76.48,88.99,walk_down
1120,-0.91,0.5,0.19,17.52,-78.25,65.37,walk_down
1146,-1.15,0.61,0.29,4.88,-46.88,51.94,walk_down
1172,-1.53,0.91,0.37,32.1,-13.85,44.98,walk_down
1198,-1.24,0.99,0.19,119.69,-35.71,72.33,walk_down
1225,-0.89,0.92,0.12,181.34,-76.48,42.11,walk_down
1251,-0.86,0.62,0.43,155.64,-53.04,17.33,walk_down
1277,-0.88,0.57,0.4,108.52,-21.61,0.06,walk_down
1303,-0.6,0.21,0.36,93.93,-10.07,8.3,walk_down
1329,-0.73,0.41,0.13,27.71,17.94,26.73,walk_down
1355,-1.29,0.39,-0.14,107.42,19.53,-0.31,walk_down
1382,-1.58,0.13,-0.27,122.8,-15.69,-4.88,walk_down
1409,-2.02,0.12,-0.37,40.04,-12.51,-2.56,walk_down
1435,-4.0,0.52,-0.17,86.61,33.14,-15.01,walk_down
1461,-1.1,-0.06,-0.08,104.86,7.08,-1.34,walk_down
1487,-0.31,-0.07,-0.1,82.7,-79.41,18.25,walk_down
