time_ms,ax,ay,az,gx,gy,gz,label
20,-0.95,0.19,-0.19,-22.28,49.5,8.73,walk_down
46,-1.0,-0.19,-0.28,-12.02,56.21,5.68,walk_down
72,-1.05,-0.27,-0.29,-24.72,73.3,18.98,walk_down
98,-0.94,-0.16,-0.18,23.13,37.72,28.75,walk_down
124,-0.86,0.04,-0.01,126.71,-8.42,29.36,walk_down
150,-0.8,0.12,0.11,206.05,-34.18,23.56,walk_down
176,-0.86,-0.04,0.15,162.35,-48.46,23.93,walk_down
202,-0.96,-0.16,0.23,103.58,-42.79,27.04,walk_down
229,-0.84,-0.29,0.19,71.78,18.37,33.63,walk_down
255,-1.18,-0.38,0.11,54.26,41.44,74.65,walk_down
281,-1.37,-0.4,0.28,110.11,55.24,76.78,walk_down
307,-1.28,-0.22,0.53,149.72,44.07,76.78,walk_down
333,-1.5,-0.22,0.57,81.6,33.81,95.46,walk_down
360,-1.43,-0.07,0.37,-11.47,28.56,86.67,walk_down
386,-1.38,0.04,0.17,-46.26,4.15,64.27,walk_down
412,-0.78,0.11,0.34,-10.07,-8.12,45.29,walk_down
438,-0.74,0.25,0.08,-33.08,12.7,25.82,walk_down
465,-0.8,0.05,0.2,-26.55,-13.24,-5.37,walk_down
492,-0.83,-0.01,0.14,-39.55,-32.1,-13.0,walk_down
520,-0.74,0.07,0.16,-37.41,-40.34,-40.34,walk_down
547,-0.71,-0.08,0.3,-18.31,-44.86,-67.93,walk_down
574,-0.73,-0.09,0.31,-14.04,-39.55,-66.47,walk_down
601,-0.61,-0.02,0.12,-24.84,-30.15,-61.52,walk_down
628,-0.86,-0.0,0.17,-24.23,-44.62,-69.03,walk_down
656,-0.92,0.02,0.21,-31.68,-53.77,-73.43,walk_down
683,-0.91,-0.03,0.13,-58.35,-33.02,-63.17,walk_down
710,-1.0,-0.05,0.19,-92.29,-40.04,-40.47,walk_down
736,-1.07,-0.1,0.19,-118.16,-35.89,-38.51,walk_down
762,-0.92,-0.19,0.19,-120.0,-44.98,-49.01,walk_down
789,-0.94,-0.2,0.14,-105.59,-46.14,-40.22,walk_down
815,-1.05,-0.14,0.1,-73.79,-34.67,-19.78,walk_down
842,-0.98,0.02,0.03,-64.7,-13.85,-16.48,walk_down
869,-0.76,0.09,-0.01,-56.7,-3.85,-21.67,walk_down
896,-0.62,0.13,-0.05,-36.62,-0.37,-30.94,walk_down
923,-0.68,0.2,-0.12,-22.46,-2.2,-33.81,walk_down
949,-0.88,0.29,-0.14,-22.28,-0.79,-24.6,walk_down
975,-0.85,0.17,-0.04,-33.51,-33.02,-22.09,walk_down
1002,-1.48,0.18,0.05,-59.33,-41.81,-1.77,walk_down
1028,-2.21,0.14,0.14,-86.61,10.62,5.25,walk_down
1055,-2.06,0.08,-0.0,-129.39,50.48,6.96,walk_down
1082,-1.99,0.1,0.0,-150.51,71.96,30.21,walk_down
1109,-1.65,0.82,-0.75,-66.89,89.42,33.81,walk_down
1135,-0.65,0.3,-0.56,209.23,11.72,-16.54,walk_down
1161,-0.09,0.11,-0.35,206.67,66.22,-13.18,walk_down
1187,-0.26,0.29,-0.25,163.64,29.3,49.07,walk_down
1213,-0.72,0.45,-0.14,105.59,-5.37,80.81,walk_down
1240,-1.37,0.67,-0.17,62.68,-26.92,47.06,walk_down
1266,-1.74,0.47,-0.12,9.34,-32.71,-22.71,walk_down
1292,-1.42,0.2,-0.05,-79.83,-28.69,-47.67,walk_down
1319,-0.86,0.02,-0.07,-109.13,-41.93,-69.82,walk_down
1346,-0.78,-0.05,0.01,-110.84,-24.35,-66.35,walk_down
1373,-1.04,-0.01,0.03,-92.29,11.96,-68.3,walk_down
1399,-1.02,-0.16,-0.1,-94.42,36.44,-51.51,walk_down
1426,-0.87,-0.56,-0.07,-90.58,56.88,-26.18,walk_down
1453,-0.87,-0.49,0.09,-85.21,14.47,6.77,walk_down
1479,-0.94,-0.32,-0.02,-20.08,-28.69,60.24,walk_down
1506,-0.72,-0.19,0.0,127.5,-12.88,58.59,walk_down
1532,-0.7,0.15,0.1,217.04,38.57,16.78,walk_down
1558,-0.74,0.23,0.22,135.62,39.86,30.82,walk_down
1585,-0.88,0.07,0.07,75.99,73.85,23.86,walk_down
1611,-1.02,-0.12,-0.12,67.14,107.3,23.56,walk_down
1638,-0.96,-0.13,-0.07,59.51,94.36,13.24,walk_down
1665,-0.61,-0.34,0.14,86.06,40.77,12.88,walk_down
1691,-1.15,-0.71,0.44,194.03,-3.78,60.18,walk_down
1718,-1.67,-0.96,0.47,318.85,-5.13,89.97,walk_down
1744,-1.75,0.25,1.07,367.43,10.5,83.68,walk_down
1770,-1.79,0.37,1.75,171.08,-46.75,55.66,walk_down
1796,-0.8,0.46,-0.2,-210.75,131.35,68.3,walk_down
1822,-0.73,0.28,-0.33,-125.73,33.94,30.52,walk_down
1849,-1.07,0.3,-0.19,-58.41,-5.43,7.63,walk_down
1876,-1.4,0.55,0.02,-21.97,-50.66,-5.98,walk_down
1902,-0.96,0.21,0.17,3.11,-69.95,-56.7,walk_down
1929,-0.68,0.05,0.37,30.88,-58.17,-64.82,walk_down
1956,-0.76,0.0,0.21,15.93,-68.79,-67.26,walk_down
1982,-0.67,-0.0,0.12,0.12,-87.16,-77.39,walk_down
2008,-1.05,-0.09,0.29,18.43,-91.55,-81.54,walk_down
2034,-0.84,-0.1,0.53,12.39,-63.42,-79.65,walk_down
2060,-0.8,-0.04,0.35,-42.66,-18.86,-65.67,walk_down
2086,-0.71,-0.07,0.16,-90.27,-4.21,-54.02,walk_down
2112,-0.78,-0.01,0.11,-119.38,-9.46,-31.56,walk_down
2138,-0.9,-0.05,0.1,-115.48,-5.49,-21.0,walk_down
2164,-1.04,-0.03,0.13,-123.96,-27.22,-19.59,walk_down
2191,-1.06,-0.24,0.16,-83.68,-37.11,-23.74,walk_down
2217,-0.89,-0.21,0.04,-62.68,-34.79,-13.73,walk_down
2243,-0.81,-0.02,0.0,-70.31,-18.86,-14.89,walk_down
2269,-0.76,0.2,0.01,-69.7,-10.93,-18.31,walk_down
2295,-1.18,0.39,-0.08,-39.31,0.43,-21.18,walk_down
2321,-1.99,0.5,-0.06,-48.71,13.37,-8.91,walk_down
2347,-2.21,0.4,-0.04,-111.57,31.92,9.22,walk_down
2373,-2.27,0.27,-0.39,-139.71,3.36,1.95,walk_down
2399,-2.84,0.55,-0.67,-95.46,-17.7,-3.3,walk_down
2425,-0.79,0.18,-0.42,49.8,-17.58,14.1,walk_down
2451,-0.04,0.1,-0.17,3.11,45.72,1.1,walk_down
2477,0.09,0.14,-0.25,-18.37,77.39,-1.95,walk_down
2503,-0.3,0.23,-0.31,64.64,75.81,22.89,walk_down
2529,-0.51,0.34,-0.33,113.04,88.56,31.68,walk_down
2555,-1.24,0.64,-0.44,72.75,68.36,38.7,walk_down
2581,-1.65,0.79,-0.5,25.51,-27.65,-15.69,walk_down
2607,-1.01,0.29,-0.32,-2.14,-59.57,-66.96,walk_down
2633,-1.19,0.25,-0.21,-31.13,-46.26,-51.03,walk_down
2659,-1.1,0.15,-0.12,-43.4,-22.4,-56.76,walk_down
2685,-0.98,0.05,-0.17,-59.57,-12.57,-63.35,walk_down
2711,-0.84,-0.25,-0.14,-45.23,-2.2,-55.6,walk_down
2737,-1.01,-1.06,-0.0,-91.0,14.47,-10.74,walk_down
2763,-0.85,-0.77,0.42,-186.89,-5.86,50.54,walk_down
2789,-0.63,0.22,0.45,89.54,-79.04,75.74,walk_down
2815,-0.67,0.11,0.34,254.82,-19.29,71.84,walk_down
2842,-0.79,-0.06,0.02,111.39,73.49,62.13,walk_down
2868,-1.1,0.01,-0.13,68.05,103.27,39.98,walk_down
2894,-1.1,-0.1,-0.24,86.36,134.95,8.79,walk_down
2920,-0.58,-0.33,0.14,77.51,109.5,20.75,walk_down
2946,-0.8,0.03,0.46,110.35,89.9,60.3,walk_down
2972,-1.74,-0.73,0.18,272.09,32.59,112.67,walk_down
2998,-1.96,0.39,0.2,393.98,8.24,95.03,walk_down
3024,-1.49,0.76,1.25,374.02,-52.43,30.94,walk_down
3050,-1.51,-0.07,0.84,-57.25,-16.85,6.29,walk_down
3076,-0.95,0.5,-0.18,-172.0,85.57,25.82,walk_down
3102,-0.8,0.56,-0.41,-110.72,22.4,5.25,walk_down
3128,-0.87,0.58,-0.18,-17.76,-52.86,-34.73,walk_down
3154,-0.86,0.3,0.25,28.87,-83.56,-65.19,walk_down
3180,-0.9,0.15,0.36,-5.0,-57.43,-73.85,walk_down
3207,-0.78,-0.01,0.15,-27.95,-61.4,-73.36,walk_down
3233,-0.67,-0.07,0.04,-0.31,-98.88,-80.02,walk_down
3260,-0.66,0.01,0.16,-18.01,-69.82,-75.81,walk_down
3286,-0.83,0.05,0.17,-19.96,-68.36,-59.33,walk_down
3312,-1.02,-0.05,0.29,-57.43,-58.84,-48.95,walk_down
3339,-1.02,-0.26,0.23,-104.55,-50.84,-41.99,walk_down
3366,-0.82,-0.34,0.12,-113.59,-30.76,-41.14,walk_down
3393,-0.86,-0.22,0.05,-111.21,-7.81,-27.1,walk_down
3419,-0.96,-0.1,-0.02,-101.01,-2.99,-19.59,walk_down
3446,-0.93,-0.04,-0.03,-62.62,-16.6,0.61,walk_down
3473,-1.11,0.16,-0.1,-39.25,-19.96,4.15,walk_down
3500,-1.08,0.25,-0.07,-44.01,-27.4,-7.69,walk_down
3527,-0.87,0.24,-0.01,-57.19,-28.02,-25.27,walk_down
3554,-1.36,0.51,-0.15,-77.64,-12.82,-25.27,walk_down
3581,-1.64,0.4,-0.3,-86.24,-8.06,-36.93,walk_down
3608,-1.44,0.17,-0.3,-104.92,-3.78,-28.75,walk_down
3635,-1.29,0.06,-0.64,-90.52,26.0,6.71,walk_down
3662,-2.35,0.52,-0.73,2.62,80.32,39.43,walk_down
3689,-1.04,0.43,-0.53,90.64,61.22,47.55,walk_down
3716,-0.51,0.27,-0.34,91.43,42.6,42.85,walk_down
3742,-0.51,0.25,-0.29,73.61,53.28,60.18,walk_down
3768,-0.91,0.36,-0.21,81.18,12.08,43.15,walk_down
3794,-1.4,0.35,-0.25,28.93,-3.11,12.76,walk_down
3820,-0.94,0.18,-0.46,-105.83,-32.78,-51.09,walk_down
3847,-1.0,0.13,-0.37,-121.34,-55.66,-63.96,walk_down
3874,-0.75,0.07,-0.14,-70.37,-19.59,-66.47,walk_down
3900,-0.89,0.21,-0.19,-53.47,-10.07,-44.13,walk_down
3926,-1.13,0.21,-0.32,4.03,1.04,-33.39,walk_down
3952,-1.14,0.11,-0.32,53.77,-0.49,-27.28,walk_down
3978,-0.91,0.04,-0.25,31.01,-8.42,-22.95,walk_down
4005,-0.83,-0.02,-0.19,1.34,-6.23,-21.0,walk_down
4031,-0.81,-0.13,-0.11,-12.76,6.53,-17.58,walk_down
4058,-0.84,-0.11,-0.05,-0.31,11.23,3.97,walk_down
4085,-0.8,-0.18,-0.1,31.98,16.72,22.77,walk_down
4111,-0.72,-0.31,0.04,58.35,23.86,43.88,walk_down
4137,-0.77,0.11,-0.12,68.73,27.22,50.35,walk_down
4163,-0.91,0.22,-0.17,118.77,46.14,35.16,walk_down
4189,-0.95,0.07,-0.07,66.77,55.36,18.55,walk_down
4216,-1.07,-0.19,-0.06,12.15,71.53,2.14,walk_down
4242,-0.99,-0.55,0.06,3.54,86.3,15.2,walk_down
4268,-0.69,-0.73,0.25,15.5,92.35,27.83,walk_down
4294,-1.12,-0.54,0.39,238.89,26.31,78.49,walk_down
4321,-1.67,-0.33,0.38,356.63,-18.43,125.98,walk_down
4347,-2.07,0.77,0.97,444.52,-11.66,67.2,walk_down
4373,-1.99,0.71,0.93,-11.11,-30.94,31.13,walk_down
4400,-0.68,0.6,-0.49,-211.36,114.75,27.28,walk_down
4427,-0.88,0.73,-0.42,-88.5,48.46,28.32,walk_down
4453,-1.24,0.47,-0.18,-19.9,-31.31,11.35,walk_down
4479,-1.05,0.29,0.25,28.14,-64.45,-34.91,walk_down
4505,-0.78,0.12,0.42,19.1,-47.91,-63.6,walk_down
4532,-0.67,0.07,0.29,-11.17,-46.63,-66.28,walk_down
4559,-0.54,0.12,0.02,-13.31,-48.4,-64.58,walk_down
4585,-0.67,0.15,0.15,-3.54,-66.83,-66.35,walk_down
4612,-0.84,0.1,0.22,0.37,-58.29,-65.73,walk_down
4639,-1.01,0.02,0.29,-37.84,-41.81,-61.52,walk_down
4666,-0.85,-0.06,0.2,-92.53,-29.42,-60.24,walk_down
4693,-0.84,-0.23,0.07,-139.47,-42.66,-29.85,walk_down
