time_ms,ax,ay,az,gx,gy,gz,label
20,-1.02,0.05,0.07,-24.17,42.36,5.86,walk_down
46,-1.13,0.01,0.09,-68.79,0.37,-25.7,walk_down
72,-1.06,0.06,0.05,-44.56,5.86,-26.92,walk_down
98,-1.0,0.13,0.05,-20.75,-0.43,-22.03,walk_down
124,-1.0,0.18,0.07,-16.42,-1.22,-15.93,walk_down
150,-1.08,0.24,0.08,-17.64,-2.62,-15.63,walk_down
177,-1.1,0.29,0.08,-17.03,-3.48,-20.87,walk_down
204,-1.02,0.21,0.08,-12.88,-4.15,-26.61,walk_down
231,-0.99,0.19,0.08,-18.74,-5.74,-25.02,walk_down
257,-0.97,0.17,0.1,-39.61,-0.37,-20.39,walk_down
283,-0.89,0.12,0.04,-73.43,4.09,-17.09,walk_down
312,-0.86,0.08,-0.04,-89.78,6.59,-18.74,walk_down
341,-1.02,0.07,-0.06,-77.33,13.31,-19.84,walk_down
370,-1.16,-0.06,-0.06,-46.51,17.64,-23.07,walk_down
399,-1.17,-0.21,-0.03,-32.71,8.79,-15.99,walk_down
428,-1.13,-0.23,-0.06,-20.26,6.59,-4.58,walk_down
457,-0.99,-0.2,-0.06,-7.08,12.51,5.07,walk_down
486,-0.97,-0.06,-0.11,-22.4,18.98,22.89,walk_down
513,-1.01,-0.03,-0.19,-15.26,29.54,31.37,walk_down
539,-1.05,-0.13,-0.2,25.94,29.6,46.02,walk_down
565,-1.3,-0.03,0.09,195.8,4.27,64.15,walk_down
591,-1.58,-0.73,0.12,330.99,18.25,90.7,walk_down
617,-1.55,-0.18,0.58,348.39,-5.31,88.2,walk_down
643,-0.98,0.48,1.44,112.06,-62.68,70.68,walk_down
669,-0.78,1.24,-0.47,-76.84,14.16,57.98,walk_down
695,-0.44,0.79,-0.15,-1.71,-57.68,15.56,walk_down
721,-0.64,0.45,0.15,-17.64,-71.35,-15.14,walk_down
747,-0.67,0.42,-0.01,-31.56,-38.39,-42.6,walk_down
773,-0.52,0.24,0.04,-49.26,-37.29,-66.16,walk_down
799,-0.5,0.11,0.24,-20.14,-34.24,-75.32,walk_down
825,-0.51,-0.05,0.24,2.2,-14.89,-74.4,walk_down
851,-0.67,-0.03,0.17,-56.09,-16.42,-52.73,walk_down
877,-0.91,-0.03,0.07,-81.79,-18.8,-38.21,walk_down
903,-1.16,-0.04,0.08,-96.74,-10.19,-14.28,walk_down
929,-1.35,-0.08,0.07,-89.78,-10.62,-31.49,walk_down
956,-0.9,-0.27,0.01,-93.63,-21.06,-45.41,walk_down
982,-0.86,-0.37,-0.03,-73.43,-31.92,-16.6,walk_down
1008,-0.93,-0.2,-0.11,-70.5,0.18,13.43,walk_down
1034,-0.98,0.02,-0.13,-50.9,19.96,29.3,walk_down
1060,-1.27,0.23,-0.18,-44.31,21.91,37.11,walk_down
1086,-1.87,0.46,-0.24,-1.04,33.2,29.36,walk_down
1112,-1.74,0.34,-0.1,-32.65,17.46,16.85,walk_down
1138,-1.3,0.4,-0.12,-130.49,2.87,24.54,walk_down
1164,-1.32,0.58,-0.54,-119.57,12.7,33.02,walk_down
1190,-2.05,0.68,-0.43,25.45,80.02,24.9,walk_down
1216,-1.2,0.41,-0.27,112.43,50.35,19.78,walk_down
1245,-0.57,0.2,-0.18,92.59,-17.94,14.1,walk_down
1275,-0.59,0.21,-0.22,81.97,0.31,14.53,walk_down
1304,-0.78,0.24,-0.19,109.62,8.48,2.87,walk_down
1333,-0.88,0.16,-0.17,92.22,8.67,-31.74,walk_down
1361,-0.89,-0.11,-0.19,53.77,20.39,-55.97,walk_down
1390,-1.21,-0.4,-0.18,-3.97,30.03,-53.04,walk_down
1419,-1.5,-0.51,-0.12,-101.75,22.52,-25.21,walk_down
1449,-1.02,-0.17,0.01,-107.18,-19.17,-11.17,walk_down
1476,-0.96,-0.01,0.01,-27.16,4.21,3.66,walk_down
1502,-0.84,0.06,-0.05,58.41,30.76,7.26,walk_down
1528,-0.97,0.05,-0.05,114.87,18.86,18.25,walk_down
1554,-0.94,0.06,-0.04,133.12,15.75,28.69,walk_down
1580,-0.68,0.07,-0.12,148.68,19.65,31.86,walk_down
1606,-0.57,-0.18,-0.26,151.67,21.42,48.16,walk_down
1632,-0.65,-0.23,-0.29,92.96,-2.38,70.19,walk_down
1658,-0.87,-0.22,-0.11,133.12,-16.42,60.12,walk_down
1684,-0.76,-0.31,0.05,192.5,-16.05,51.21,walk_down
1710,-0.69,-0.2,0.16,189.76,-10.25,63.42,walk_down
1736,-1.11,-0.35,0.25,182.62,-26.49,76.66,walk_down
1762,-1.73,-0.65,0.36,134.34,8.67,95.4,walk_down
1788,-1.83,-0.24,0.29,88.5,16.11,92.16,walk_down
1814,-1.27,0.25,0.19,2.01,23.93,59.39,walk_down
1840,-1.1,0.09,0.06,-23.13,6.77,34.18,walk_down
1866,-1.28,-0.35,0.22,-23.25,-3.23,30.82,walk_down
1892,-1.31,-0.32,-0.1,-56.21,18.68,21.91,walk_down
1918,-1.06,-0.08,0.22,-43.03,14.4,5.37,walk_down
1944,-0.97,-0.14,0.16,-44.62,9.7,-5.98,walk_down
1970,-0.87,-0.06,0.11,-38.94,-6.71,-21.36,walk_down
1996,-0.81,0.06,0.05,-31.07,-22.95,-35.28,walk_down
2022,-0.81,0.01,0.08,-10.31,-40.71,-48.52,walk_down
2048,-0.88,-0.12,0.17,-9.4,-40.1,-54.57,walk_down
