time_ms,ax,ay,az,gx,gy,gz,label
20,-1.09,0.41,0.49,-18.68,45.78,8.06,walk_down
46,-1.13,0.44,0.49,45.53,1.34,-32.29,walk_down
73,-1.07,0.31,0.49,19.9,20.32,-49.93,walk_down
100,-1.02,0.17,0.43,-6.04,24.9,-57.25,walk_down
126,-0.91,0.02,0.35,-27.83,12.45,-53.71,walk_down
152,-0.78,-0.15,0.37,-31.25,2.5,-42.72,walk_down
178,-0.75,-0.17,0.38,-0.24,-9.89,-38.57,walk_down
204,-0.63,-0.19,0.36,-11.6,-19.23,-27.65,walk_down
230,-0.62,-0.11,0.31,-28.63,-25.39,-20.32,walk_down
256,-0.5,-0.11,0.32,-33.51,-31.25,-5.19,walk_down
282,-0.46,-0.13,0.18,-38.76,-36.25,9.7,walk_down
308,-0.52,0.07,0.13,-49.13,-52.19,18.49,walk_down
334,-0.65,0.24,0.22,-33.63,-54.32,15.75,walk_down
360,-0.75,0.3,0.23,-15.2,-50.23,19.9,walk_down
386,-0.82,0.36,0.2,-11.17,-51.27,28.93,walk_down
412,-1.0,0.31,0.16,-12.08,-48.71,32.53,walk_down
438,-0.95,0.24,0.25,-6.16,-47.55,45.65,walk_down
464,-0.95,0.22,0.25,15.14,-29.97,49.68,walk_down
490,-1.03,0.22,0.26,48.52,-22.64,46.94,walk_down
516,-1.15,0.24,0.25,70.01,-19.04,44.92,walk_down
542,-1.07,0.25,0.36,85.88,-17.94,39.43,walk_down
568,-0.96,0.23,0.43,71.66,-16.11,35.03,walk_down
594,-0.99,0.27,0.41,41.2,-17.33,9.77,walk_down
620,-1.0,0.16,0.4,41.14,-25.15,-11.17,walk_down
646,-0.89,0.07,0.41,30.58,-17.4,-6.1,walk_down
672,-0.89,0.07,0.31,26.61,-11.05,-2.75,walk_down
699,-0.92,0.06,0.12,34.97,-3.72,2.56,walk_down
725,-0.92,-0.08,0.07,38.09,-6.41,2.01,walk_down
752,-0.82,-0.06,0.14,9.58,-21.42,16.97,walk_down
779,-0.77,0.08,0.12,-16.91,-16.66,18.25,walk_down
806,-0.84,0.05,0.06,-26.73,-17.7,23.86,walk_down
833,-0.99,0.08,0.14,-25.82,-31.13,25.82,walk_down
859,-1.17,0.16,-0.13,26.37,-20.14,9.83,walk_down
886,-1.48,0.01,0.24,37.05,-39.37,-10.62,walk_down
912,-1.77,0.21,0.16,45.41,-34.24,-37.9,walk_down
939,-1.6,0.25,0.16,57.86,33.39,-7.87,walk_down
966,-1.36,0.14,0.1,60.61,30.03,-16.66,walk_down
992,-1.29,0.07,0.03,42.85,20.02,3.66,walk_down
1018,-1.23,-0.0,-0.0,21.91,18.86,-2.32,walk_down
1044,-1.27,0.03,0.0,-13.85,28.69,-2.38,walk_down
1070,-1.27,-0.08,-0.01,-63.54,13.37,15.5,walk_down
1096,-1.03,-0.04,-0.07,-76.29,2.2,24.48,walk_down
1122,-0.92,0.04,-0.01,-22.64,-20.45,17.58,walk_down
1148,-0.84,0.1,0.06,19.84,-10.8,26.25,walk_down
1174,-0.69,0.17,0.07,47.24,-3.23,28.87,walk_down
1200,-0.64,0.26,0.11,53.41,-4.09,31.98,walk_down
1226,-0.93,0.23,0.26,40.71,0.31,30.88,walk_down
1252,-1.17,-0.05,0.34,-9.16,22.71,21.61,walk_down
1278,-0.99,-0.03,0.34,-63.72,43.82,30.7,walk_down
