time_ms,ax,ay,az,gx,gy,gz,label
20,-1.02,0.07,0.15,-31.07,55.05,10.93,walk_down
46,-0.93,-0.02,0.01,-125.18,67.93,10.31,walk_down
73,-0.83,-0.04,-0.05,-107.36,85.08,-5.43,walk_down
100,-0.74,0.01,-0.09,-64.76,71.11,-15.69,walk_down
127,-0.72,0.15,-0.17,-16.97,62.13,-5.25,walk_down
153,-0.62,0.35,-0.17,24.05,49.13,8.36,walk_down
179,-0.68,0.5,0.03,93.63,15.08,13.43,walk_down
205,-0.56,0.3,0.64,123.35,-21.0,-19.29,walk_down
232,-1.12,0.38,1.18,-196.41,-19.9,-67.57,walk_down
259,-1.15,0.55,0.6,-233.64,121.95,-87.28,walk_down
286,-1.44,-0.31,0.16,-217.9,114.01,-115.66,walk_down
313,-1.58,-0.78,0.01,-195.62,-16.72,-92.59,walk_down
340,-1.26,0.14,0.37,-180.36,-60.85,-61.46,walk_down
366,-1.03,-0.04,0.4,-44.01,-46.33,-50.54,walk_down
392,-1.04,-0.03,0.16,33.33,-25.63,-20.81,walk_down
419,-0.84,-0.09,0.06,48.77,-17.03,20.63,walk_down
445,-0.65,-0.23,0.11,36.87,-23.5,53.16,walk_down
471,-0.59,-0.3,0.14,35.89,-35.83,72.75,walk_down
497,-0.56,-0.29,0.14,27.16,-66.59,78.61,walk_down
523,-0.47,-0.03,0.17,31.98,-83.25,77.03,walk_down
549,-0.54,0.09,0.28,79.83,-81.42,72.69,walk_down
575,-0.72,-0.05,0.34,112.85,-69.64,63.29,walk_down
601,-1.07,-0.1,0.61,112.06,-52.43,59.2,walk_down
628,-1.23,0.77,0.4,63.96,-22.95,59.2,walk_down
655,-1.38,0.83,0.17,135.25,-51.03,58.84,walk_down
683,-1.21,0.57,0.44,186.77,-26.37,18.86,walk_down
710,-1.22,0.28,0.21,76.6,-4.46,0.18,walk_down
736,-0.99,0.11,0.32,98.69,-28.32,-2.81,walk_down
763,-0.89,-0.14,0.3,49.87,-14.71,38.51,walk_down
789,-1.34,0.03,-0.12,14.65,2.62,37.35,walk_down
816,-1.44,0.02,-0.27,-15.63,36.13,39.73,walk_down
844,-1.86,0.24,-0.28,-39.92,31.92,-2.5,walk_down
871,-1.47,0.08,-0.28,-42.11,-8.3,-41.2,walk_down
897,-1.47,-0.1,-0.14,51.7,-31.49,-67.99,walk_down
924,-1.81,-0.26,0.09,109.86,-1.28,-104.19,walk_down
951,-0.9,-0.42,0.07,54.75,30.4,-83.98,walk_down
977,-0.76,-0.32,-0.14,-1.28,31.07,-33.33,walk_down
1004,-0.83,-0.33,-0.36,-92.71,48.52,18.37,walk_down
1031,-0.84,-0.05,-0.43,-190.98,51.27,51.33,walk_down
1057,-0.9,0.07,-0.55,-72.14,7.63,50.23,walk_down
1083,-1.11,0.14,-0.26,83.8,-54.02,52.43,walk_down
1109,-1.17,0.24,-0.05,159.24,-78.61,55.36,walk_down
1135,-1.12,0.23,0.26,188.96,-91.86,54.26,walk_down
