class,precision,recall,f1-score,support
SITTING,0.8152173913043478,0.7637474541751528,0.7886435331230284,491.0
STANDING,0.7939609236234458,0.8402255639097744,0.8164383561643835,532.0
LAYING,1.0,1.0,1.0,537.0
macro avg,0.8697261049759312,0.867991006028309,0.8683606297624706,1560.0
weighted avg,0.8715762503193,0.8711538461538462,0.8708776796428582,1560.0
