class,precision,recall,f1-score,support
WALKING,1.0,1.0,1.0,45.0
WALKING_UPSTAIRS,0.0,0.0,0.0,30.0
WALKING_DOWNSTAIRS,0.5,1.0,0.6666666666666666,30.0
SITTING,1.0,0.9777777777777777,0.9887640449438202,45.0
STANDING,1.0,1.0,1.0,45.0
LAYING,0.9782608695652174,1.0,0.989010989010989,45.0
macro avg,0.746376811594203,0.8296296296296296,0.774073616770246,240.0
weighted avg,0.8084239130434783,0.8708333333333333,0.8291661521998601,240.0
