class,precision,recall,f1-score,support
WALKING,0.0,0.0,0.0,45.0
WALKING_UPSTAIRS,0.0,0.0,0.0,30.0
WALKING_DOWNSTAIRS,0.0,0.0,0.0,30.0
SITTING,0.0,0.0,0.0,45.0
STANDING,0.0,0.0,0.0,45.0
LAYING,0.1875,1.0,0.3157894736842105,45.0
macro avg,0.03125,0.16666666666666666,0.05263157894736842,240.0
weighted avg,0.03515625,0.1875,0.05921052631578947,240.0
