class,precision,recall,f1-score,support
WALKING,0.12,0.3157894736842105,0.17391304347826086,19.0
WALKING_UPSTAIRS,0.3448275862068966,0.6666666666666666,0.45454545454545453,15.0
WALKING_DOWNSTAIRS,0.6,0.4,0.48,15.0
SITTING,0.9166666666666666,1.0,0.9565217391304348,22.0
STANDING,0.0,0.0,0.0,22.0
LAYING,0.0,0.0,0.0,22.0
macro avg,0.33024904214559386,0.39707602339181286,0.344163372859025,115.0
weighted avg,0.3184267866066966,0.3826086956521739,0.3336174600446813,115.0
