,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING
WALKING,39,0,6,0,0,0
WALKING_UPSTAIRS,1,3,26,0,0,0
WALKING_DOWNSTAIRS,1,0,29,0,0,0
SITTING,0,0,0,0,0,45
STANDING,0,0,0,0,45,0
LAYING,0,0,0,0,0,45
