class,precision,recall,f1-score,support
WALKING,0.9512195121951219,0.8666666666666667,0.9069767441860465,45.0
WALKING_UPSTAIRS,1.0,0.1,0.18181818181818182,30.0
WALKING_DOWNSTAIRS,0.47540983606557374,0.9666666666666667,0.6373626373626373,30.0
SITTING,0.0,0.0,0.0,45.0
STANDING,1.0,1.0,1.0,45.0
LAYING,0.5,1.0,0.6666666666666666,45.0
macro avg,0.6544382247101159,0.6555555555555556,0.5654707050055887,240.0
weighted avg,0.6440298880447821,0.6708333333333333,0.5849557419324861,240.0
