class,precision,recall,f1-score,support
WALKING,0.40425531914893614,1.0,0.5757575757575758,19.0
WALKING_UPSTAIRS,0.8333333333333334,1.0,0.9090909090909091,15.0
WALKING_DOWNSTAIRS,1.0,0.4,0.5714285714285714,15.0
SITTING,0.0,0.0,0.0,22.0
STANDING,1.0,1.0,1.0,22.0
LAYING,0.0,0.0,0.0,22.0
macro avg,0.539598108747045,0.5666666666666667,0.5093795093795094,115.0
weighted avg,0.49722479185938945,0.5391304347826087,0.4795407491059665,115.0
