class,precision,recall,f1-score,support
WALKING,0.3620689655172414,0.9545454545454546,0.525,22.0
WALKING_UPSTAIRS,0.0,0.0,0.0,6.0
WALKING_DOWNSTAIRS,0.0,0.0,0.0,9.0
SITTING,0.5,1.0,0.6666666666666666,22.0
STANDING,0.0,0.0,0.0,22.0
LAYING,0.0,0.0,0.0,22.0
macro avg,0.14367816091954022,0.32575757575757575,0.1986111111111111,103.0
weighted avg,0.18413123535319717,0.4174757281553398,0.2545307443365696,103.0
