class,precision,recall,f1-score,support
WALKING,0.0,0.0,0.0,44.0
WALKING_UPSTAIRS,0.0,0.0,0.0,30.0
WALKING_DOWNSTAIRS,0.0,0.0,0.0,30.0
SITTING,0.0,0.0,0.0,44.0
STANDING,0.0,0.0,0.0,44.0
LAYING,0.1864406779661017,1.0,0.3142857142857143,44.0
macro avg,0.031073446327683617,0.16666666666666666,0.05238095238095238,236.0
weighted avg,0.03476012640045963,0.1864406779661017,0.05859564164648911,236.0
