epoch,accuracy,loss,val_accuracy,val_loss
1,0.1654135286808014,17.68576431274414,0.21359223127365112,16.078311920166016
2,0.1654135286808014,17.655065536499023,0.21359223127365112,16.0541934967041
3,0.1654135286808014,17.624496459960938,0.21359223127365112,16.030094146728516
4,0.1654135286808014,17.593955993652344,0.21359223127365112,16.005998611450195
5,0.1654135286808014,17.563432693481445,0.21359223127365112,15.981912612915039
6,0.1654135286808014,17.53292465209961,0.21359223127365112,15.95783519744873
7,0.1654135286808014,17.502437591552734,0.21359223127365112,15.933761596679688
8,0.1654135286808014,17.471969604492188,0.21359223127365112,15.909695625305176
9,0.1654135286808014,17.441516876220703,0.21359223127365112,15.885634422302246
10,0.1654135286808014,17.41108512878418,0.21359223127365112,15.861578941345215
11,0.1654135286808014,17.38066864013672,0.21359223127365112,15.837530136108398
12,0.1654135286808014,17.350271224975586,0.21359223127365112,15.813486099243164
13,0.1654135286808014,17.319896697998047,0.21359223127365112,15.789447784423828
14,0.1654135286808014,17.289535522460938,0.21359223127365112,15.765416145324707
15,0.1654135286808014,17.259197235107422,0.21359223127365112,15.741386413574219
16,0.1654135286808014,17.2288761138916,0.21359223127365112,15.717366218566895
17,0.1654135286808014,17.198572158813477,0.21359223127365112,15.693349838256836
18,0.1654135286808014,17.168291091918945,0.21359223127365112,15.669340133666992
19,0.1654135286808014,17.138025283813477,0.21359223127365112,15.645331382751465
20,0.1654135286808014,17.1077823638916,0.21359223127365112,15.621331214904785
