class,precision,recall,f1-score,support
WALKING,0.0625,0.06666666666666667,0.06451612903225806,45.0
WALKING_UPSTAIRS,0.4642857142857143,0.43333333333333335,0.4482758620689655,30.0
WALKING_DOWNSTAIRS,0.33783783783783783,0.8333333333333334,0.4807692307692308,30.0
SITTING,0.0,0.0,0.0,45.0
STANDING,1.0,1.0,1.0,45.0
LAYING,0.0,0.0,0.0,45.0
macro avg,0.31077059202059204,0.3888888888888889,0.33226020364507575,240.0
weighted avg,0.29948419401544407,0.35833333333333334,0.31572741079832295,240.0
