class,precision,recall,f1-score,support
WALKING,1.0,0.7368421052631579,0.8484848484848485,19.0
WALKING_UPSTAIRS,0.4838709677419355,1.0,0.6521739130434783,15.0
WALKING_DOWNSTAIRS,1.0,0.26666666666666666,0.42105263157894735,15.0
SITTING,0.0,0.0,0.0,22.0
STANDING,1.0,1.0,1.0,22.0
LAYING,0.5,1.0,0.6666666666666666,22.0
macro avg,0.6639784946236559,0.6672514619883042,0.5980630099623234,115.0
weighted avg,0.6457223001402523,0.6695652173913044,0.5990111039757842,115.0
