,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING
WALKING,3,10,32,0,0,0
WALKING_UPSTAIRS,0,13,17,0,0,0
WALKING_DOWNSTAIRS,0,5,25,0,0,0
SITTING,0,0,0,0,0,45
STANDING,0,0,0,0,45,0
LAYING,45,0,0,0,0,0
