class,precision,recall,f1-score,support
WALKING,0.9,0.9473684210526315,0.9230769230769231,19.0
WALKING_UPSTAIRS,0.7894736842105263,1.0,0.8823529411764706,15.0
WALKING_DOWNSTAIRS,0.9,0.6,0.72,15.0
SITTING,0.0,0.0,0.0,22.0
STANDING,1.0,1.0,1.0,22.0
LAYING,0.5,1.0,0.6666666666666666,22.0
macro avg,0.6815789473684211,0.7578947368421053,0.6986827551533433,115.0
weighted avg,0.6560183066361557,0.7478260869565218,0.6803514984589153,115.0
