class,precision,recall,f1-score,support
WALKING,1.0,0.6363636363636364,0.7777777777777778,22.0
WALKING_UPSTAIRS,0.625,0.8333333333333334,0.7142857142857143,6.0
WALKING_DOWNSTAIRS,0.4,0.6666666666666666,0.5,9.0
SITTING,0.0,0.0,0.0,22.0
STANDING,1.0,1.0,1.0,22.0
LAYING,0.5,1.0,0.6666666666666666,22.0
macro avg,0.5875,0.6893939393939394,0.6097883597883598,103.0
weighted avg,0.6053398058252427,0.6699029126213593,0.6074125443057481,103.0
