class,precision,recall,f1-score,support
WALKING,1.0,0.21052631578947367,0.34782608695652173,19.0
WALKING_UPSTAIRS,0.5833333333333334,0.9333333333333333,0.717948717948718,15.0
WALKING_DOWNSTAIRS,0.42857142857142855,0.6,0.5,15.0
SITTING,0.0,0.0,0.0,22.0
STANDING,0.5,1.0,0.6666666666666666,22.0
LAYING,0.0,0.0,0.0,22.0
macro avg,0.41865079365079366,0.45730994152046783,0.3720735785953177,115.0
weighted avg,0.39285714285714285,0.4260869565217391,0.3438660268527944,115.0
