time_ms,ax,ay,az,gx,gy,gz,label
20,-1.07,0.07,0.03,-17.52,40.04,8.97,walk_up
46,-1.01,-0.07,0.03,37.96,-7.81,8.36,walk_up
72,-1.0,-0.13,0.04,26.67,5.92,20.45,walk_up
98,-1.0,-0.07,0.04,8.12,9.16,28.87,walk_up
124,-1.03,-0.06,0.02,0.18,15.93,35.83,walk_up
150,-1.17,-0.04,-0.03,-3.42,22.89,41.81,walk_up
176,-1.35,-0.04,-0.05,-14.1,25.94,43.21,walk_up
202,-1.43,-0.01,-0.07,-21.18,12.76,37.11,walk_up
228,-1.34,-0.01,-0.04,-1.34,-0.12,31.68,walk_up
255,-1.3,-0.11,0.07,25.57,-4.94,23.5,walk_up
281,-1.35,-0.29,0.24,18.8,-12.7,23.44,walk_up
307,-1.29,-0.87,0.86,-106.93,-53.04,6.53,walk_up
333,-1.16,-0.06,0.42,-240.78,25.57,25.76,walk_up
359,-1.24,-0.12,0.16,-241.58,34.79,10.44,walk_up
385,-1.17,-0.19,0.56,-232.18,12.88,-20.81,walk_up
411,-1.16,-0.1,0.41,-248.78,28.63,-53.53,walk_up
437,-1.12,0.12,0.64,-162.23,40.34,-80.57,walk_up
463,-1.41,0.07,0.37,-144.71,55.6,-77.39,walk_up
489,-1.32,0.06,0.29,-114.81,49.38,-96.86,walk_up
515,-1.0,-0.61,0.32,-36.01,71.29,-77.51,walk_up
541,-0.65,-0.6,0.27,-9.77,79.41,-71.04,walk_up
568,-0.66,-0.23,0.29,-33.94,64.03,-69.52,walk_up
594,-0.73,0.08,0.22,-34.55,59.94,-78.31,walk_up
620,-0.7,0.43,0.13,-59.45,36.8,-92.35,walk_up
646,-0.89,0.16,-0.03,-42.3,-0.61,-66.04,walk_up
672,-0.57,-0.21,0.02,-61.16,-16.11,-49.87,walk_up
698,-0.13,-0.26,0.24,-63.11,-25.94,-46.51,walk_up
725,-0.39,-0.06,0.1,-10.68,-14.83,-52.19,walk_up
751,-0.32,0.22,0.21,-20.63,-25.09,-30.27,walk_up
777,-0.38,0.27,0.1,2.56,-31.86,-15.99,walk_up
803,-0.39,0.38,0.15,5.68,-45.35,0.12,walk_up
829,-0.47,0.37,0.17,12.15,-48.16,12.02,walk_up
855,-0.53,0.31,0.19,15.75,-46.51,17.15,walk_up
881,-0.61,0.3,0.2,17.82,-52.8,22.4,walk_up
907,-0.6,0.16,0.12,12.7,-75.56,36.68,walk_up
933,-0.68,0.1,0.06,2.01,-95.76,56.34,walk_up
959,-1.51,0.25,0.08,-7.39,-80.2,61.65,walk_up
985,-2.78,1.23,0.21,-23.62,-31.8,28.99,walk_up
1011,-2.18,0.71,0.68,34.06,-6.59,16.97,walk_up
1037,-1.24,0.3,0.38,30.46,8.18,53.47,walk_up
1063,-1.0,-0.18,0.03,69.34,-2.2,63.48,walk_up
