time_ms,ax,ay,az,gx,gy,gz,label
20,-1.23,0.11,-0.2,-16.48,40.22,12.27,walk_up
46,-1.12,0.19,-0.15,68.05,-5.86,84.84,walk_up
72,-0.93,0.13,-0.13,68.12,-1.16,98.45,walk_up
98,-0.84,0.09,-0.09,72.14,10.68,96.31,walk_up
124,-0.72,0.12,-0.14,111.76,26.79,83.31,walk_up
150,-0.61,0.26,-0.14,202.03,13.31,74.4,walk_up
176,-0.74,0.21,-0.09,253.6,-14.4,71.23,walk_up
202,-0.71,0.57,-0.08,144.53,-16.97,62.19,walk_up
228,-1.14,1.13,-0.11,32.78,0.98,25.27,walk_up
254,-1.53,1.34,0.07,71.47,10.56,46.26,walk_up
280,-1.15,0.78,0.17,113.95,-66.47,-5.92,walk_up
306,-0.97,0.24,0.18,42.48,-92.41,-63.9,walk_up
332,-0.92,-0.49,0.19,12.15,-37.23,-56.7,walk_up
358,-1.07,-0.27,-0.12,25.02,9.4,19.59,walk_up
384,-0.86,0.24,-0.24,46.51,13.0,21.97,walk_up
411,-0.88,0.16,-0.31,58.78,1.04,9.52,walk_up
437,-0.96,0.04,-0.38,44.37,-1.89,10.99,walk_up
464,-1.05,0.13,-0.4,-12.02,0.79,12.51,walk_up
490,-1.25,0.12,-0.4,-66.28,9.4,8.36,walk_up
516,-1.31,0.01,-0.1,-54.32,12.94,-11.35,walk_up
543,-1.39,0.28,-0.15,-46.08,-7.39,0.49,walk_up
569,-1.54,0.38,-0.28,-21.0,-34.91,20.2,walk_up
596,-1.67,0.13,-0.13,-12.02,-56.95,16.54,walk_up
623,-1.56,0.16,0.17,-53.04,0.92,54.02,walk_up
649,-1.27,0.14,0.39,-55.85,34.61,56.64,walk_up
676,-1.28,-0.03,0.38,-53.34,62.93,27.89,walk_up
703,-1.38,-0.06,0.21,-30.88,85.27,30.21,walk_up
730,-1.4,0.01,0.2,-8.79,124.02,37.11,walk_up
756,-1.12,0.41,0.28,-61.58,177.12,10.19,walk_up
782,-1.4,-0.03,0.56,-178.1,198.55,9.77,walk_up
809,-1.62,-0.21,0.32,-311.16,198.0,-39.67,walk_up
836,-1.03,-0.39,-0.15,-239.81,134.64,-69.46,walk_up
863,-0.69,-0.05,-0.28,-227.11,116.76,-50.35,walk_up
891,-0.83,-0.03,-0.11,-227.6,48.28,-140.38,walk_up
918,-0.89,0.77,0.3,-197.39,25.76,-163.57,walk_up
945,-0.81,0.66,-0.15,-98.39,7.14,-140.2,walk_up
972,-0.8,0.01,0.18,-86.98,27.34,-54.99,walk_up
999,-0.24,-0.45,0.25,-53.34,85.08,-35.28,walk_up
1026,0.09,-0.43,-0.11,-33.45,5.37,-45.35,walk_up
1052,-0.03,0.14,-0.05,-9.09,-49.56,-28.75,walk_up
1079,-0.02,0.28,-0.04,0.73,-43.03,4.33,walk_up
1106,0.01,0.31,0.17,-12.33,-56.46,37.6,walk_up
1133,-0.06,0.26,0.27,-18.13,-64.58,91.92,walk_up
1160,-0.1,0.49,0.32,-22.83,-58.84,115.97,walk_up
1187,-1.97,-0.73,0.89,14.47,-43.27,130.86,walk_up
1213,-3.17,1.87,-0.36,62.62,-67.93,-1.4,walk_up
1240,-0.8,0.84,0.54,143.25,-85.82,19.1,walk_up
1266,-1.18,-0.02,0.7,58.96,36.01,88.93,walk_up
1292,-0.96,-0.27,0.24,-14.59,41.81,134.58,walk_up
1318,-0.59,-0.12,-0.53,59.81,-18.25,77.88,walk_up
1344,-0.52,-0.13,-0.32,123.29,-71.66,62.07,walk_up
1370,-0.66,-0.17,-0.11,56.82,-78.86,56.21,walk_up
1396,-0.82,-0.18,-0.03,57.13,-62.13,38.82,walk_up
