time_ms,ax,ay,az,gx,gy,gz,label
20,-0.99,0.06,0.08,-19.84,40.53,8.48,walk_up
46,-1.0,0.12,0.06,9.28,-6.04,3.54,walk_up
72,-1.0,0.17,0.03,10.38,2.81,3.42,walk_up
98,-1.03,0.22,0.02,7.14,4.15,2.75,walk_up
124,-1.02,0.24,0.02,-2.69,1.59,2.08,walk_up
150,-1.0,0.24,0.02,-10.38,-1.59,0.98,walk_up
176,-1.01,0.18,0.04,-8.0,-3.42,-1.65,walk_up
202,-1.02,0.11,0.06,-3.11,-3.48,-1.95,walk_up
229,-1.02,0.07,0.07,2.32,-3.91,0.31,walk_up
255,-0.99,0.11,0.06,11.35,-1.46,1.71,walk_up
281,-0.98,0.19,0.03,15.99,0.61,1.59,walk_up
307,-0.97,0.24,0.01,14.83,-0.06,-2.26,walk_up
333,-0.92,0.21,0.01,8.42,-2.08,-5.43,walk_up
359,-1.0,0.14,0.01,-5.74,-5.13,-5.68,walk_up
385,-1.18,0.05,0.05,-20.81,-3.85,-7.26,walk_up
411,-1.11,-0.07,0.06,-38.76,-4.52,-3.54,walk_up
437,-1.0,-0.13,0.09,-40.71,-11.17,9.22,walk_up
464,-1.01,-0.13,0.11,-3.72,-1.59,10.99,walk_up
491,-1.0,-0.19,0.11,40.16,21.06,4.39,walk_up
517,-0.96,-0.2,0.05,55.73,34.12,6.04,walk_up
543,-0.93,-0.03,0.03,59.63,35.77,10.13,walk_up
569,-1.03,0.18,0.02,105.04,18.19,-5.68,walk_up
595,-1.03,0.19,0.06,123.66,24.23,-13.18,walk_up
621,-1.13,0.27,0.14,82.34,24.35,-8.54,walk_up
647,-1.33,0.39,0.19,23.86,14.71,-6.59,walk_up
673,-1.33,0.28,0.14,-49.13,20.08,-17.64,walk_up
699,-1.45,0.26,0.0,-109.74,29.05,-27.59,walk_up
725,-1.67,0.27,-0.11,-109.37,13.43,-43.58,walk_up
751,-1.9,0.25,-0.04,-66.65,-2.08,-52.98,walk_up
778,-1.71,0.01,-0.01,-41.99,-28.26,-37.23,walk_up
804,-1.34,0.01,0.16,-69.95,-35.83,-25.63,walk_up
831,-1.05,-0.03,0.25,250.31,-41.2,-83.44,walk_up
858,-0.89,0.1,0.25,173.52,-35.89,-46.88,walk_up
885,-0.74,-0.11,0.43,152.16,-55.54,-24.29,walk_up
911,-0.7,-0.29,0.29,78.61,-29.6,15.87,walk_up
