time_ms,ax,ay,az,gx,gy,gz,label
20,-0.98,-0.16,0.09,-19.41,41.14,7.63,walk_up
46,-1.0,-0.16,0.09,5.98,-6.9,1.4,walk_up
72,-1.0,-0.15,0.09,3.36,-0.49,3.23,walk_up
98,-1.01,-0.14,0.08,3.23,-0.18,3.91,walk_up
124,-1.0,-0.14,0.07,3.91,0.18,3.66,walk_up
150,-1.01,-0.14,0.07,5.13,0.79,3.78,walk_up
176,-1.02,-0.15,0.08,6.71,-0.55,3.78,walk_up
202,-1.02,-0.15,0.08,6.53,-1.22,3.23,walk_up
228,-1.01,-0.16,0.08,5.8,-0.85,2.26,walk_up
254,-0.99,-0.18,0.08,5.86,-0.73,1.59,walk_up
280,-0.96,-0.21,0.06,6.23,-1.77,0.55,walk_up
306,-1.01,-0.24,0.11,3.66,-5.31,1.77,walk_up
332,-1.16,-0.28,0.13,-1.89,2.14,10.56,walk_up
358,-1.09,-0.2,0.07,-0.31,4.7,15.63,walk_up
384,-0.88,-0.15,0.05,5.55,-1.71,9.83,walk_up
410,-0.8,-0.19,0.05,7.81,-8.3,3.17,walk_up
436,-0.86,-0.29,0.09,9.83,-7.81,-1.71,walk_up
462,-0.99,-0.35,0.15,9.4,-7.63,-2.99,walk_up
488,-1.11,-0.34,0.19,1.22,-5.13,-0.43,walk_up
514,-1.07,-0.29,0.12,-7.26,-4.52,-2.56,walk_up
540,-1.01,-0.29,0.1,-7.51,-6.96,-5.49,walk_up
567,-0.94,-0.26,0.09,-5.43,-8.36,-6.59,walk_up
593,-0.95,-0.2,0.05,-3.11,-16.48,-10.8,walk_up
619,-1.0,-0.15,-0.03,0.31,-17.21,-17.03,walk_up
645,-1.05,-0.11,-0.03,3.42,-14.53,-28.26,walk_up
672,-1.15,-0.11,0.04,3.48,-16.42,-42.54,walk_up
699,-1.35,-0.15,0.06,-2.08,-20.63,-50.9,walk_up
725,-1.4,-0.12,0.13,-6.53,-22.22,-52.55,walk_up
751,-1.32,-0.03,0.14,-23.86,-15.01,-51.76,walk_up
777,-1.07,0.05,0.01,-36.38,-5.37,-50.96,walk_up
803,-0.84,0.05,-0.07,-43.21,-14.95,-49.07,walk_up
829,-0.72,0.11,-0.15,-33.57,-21.67,-46.39,walk_up
855,-0.71,0.23,-0.29,-15.56,-24.9,-36.01,walk_up
881,-0.74,0.35,-0.32,4.7,-26.43,-29.36,walk_up
907,-0.78,0.36,-0.21,19.17,-26.98,-25.39,walk_up
933,-0.85,0.42,-0.06,17.88,-27.4,-24.11,walk_up
960,-0.96,0.41,0.05,7.75,-6.77,-11.29,walk_up
986,-1.12,0.3,0.1,-26.67,21.61,-15.63,walk_up
1012,-1.11,0.16,0.03,-63.66,22.52,-31.01,walk_up
1038,-1.07,0.01,-0.06,-94.54,3.23,-53.53,walk_up
1064,-1.0,-0.02,-0.07,-96.74,9.52,-52.31,walk_up
1090,-0.95,-0.11,-0.1,-91.13,9.03,-49.56,walk_up
1116,-1.1,-0.45,-0.06,-104.49,29.91,-35.03,walk_up
1142,-1.19,-0.77,-0.06,-175.9,45.17,-6.84,walk_up
1168,-1.3,-0.62,-0.18,-154.3,-18.8,5.37,walk_up
1195,-1.13,0.04,-0.06,-19.41,-25.63,3.54,walk_up
1221,-0.99,0.2,-0.09,92.53,-12.7,10.93,walk_up
1247,-0.96,0.32,-0.04,105.47,29.42,13.12,walk_up
1273,-1.03,0.42,-0.1,96.74,49.07,16.42,walk_up
1299,-1.08,0.48,-0.14,71.59,40.65,13.85,walk_up
1325,-0.94,0.42,-0.1,13.61,18.98,16.78,walk_up
1351,-0.89,0.39,-0.09,-27.77,18.31,7.93,walk_up
1377,-1.0,0.4,-0.1,-22.52,20.32,-2.62,walk_up
1403,-1.23,0.38,-0.09,17.03,19.41,-20.94,walk_up
1429,-1.53,0.36,-0.09,49.13,16.48,-45.78,walk_up
1455,-1.63,0.28,-0.09,49.26,20.39,-55.85,walk_up
1481,-1.65,0.16,-0.07,1.95,14.16,-42.18,walk_up
1507,-1.72,0.2,0.02,-66.77,5.37,-20.87,walk_up
1533,-1.46,0.29,0.06,-105.65,16.36,4.46,walk_up
1559,-0.93,0.58,0.22,-38.33,12.88,12.27,walk_up
1585,-1.0,0.09,0.27,381.47,-36.32,-13.98,walk_up
1611,-0.76,-0.22,0.12,312.01,14.34,13.61,walk_up
1637,-1.03,-0.32,0.01,190.73,-13.0,62.26,walk_up
1664,-1.21,-1.04,-0.11,115.6,6.47,131.04,walk_up
1690,-1.63,-0.54,0.26,264.47,-15.2,161.56,walk_up
1716,-1.68,0.35,2.45,318.36,-165.59,162.78,walk_up
1742,-1.08,1.16,0.13,-99.49,95.95,125.79,walk_up
1768,-0.53,0.55,-0.26,3.11,2.08,88.99,walk_up
1794,-0.71,-0.21,0.16,-11.72,3.05,91.8,walk_up
1820,-0.99,-0.69,-0.07,-1.77,21.73,94.6,walk_up
1846,-0.9,-0.06,-0.09,-5.13,7.57,68.18,walk_up
1872,-0.35,0.39,-0.04,-8.85,3.23,51.64,walk_up
1898,-0.02,0.36,0.04,2.93,-9.89,47.49,walk_up
1924,-0.3,-0.03,0.21,5.49,-26.06,33.75,walk_up
1950,-0.25,-0.23,0.17,-7.32,-37.78,15.81,walk_up
1976,-0.54,-0.36,0.03,-15.99,-53.41,-0.92,walk_up
2002,-0.47,-0.37,0.06,-12.7,-57.98,-24.41,walk_up
2029,-0.45,-0.5,-0.15,-7.32,-52.61,-45.78,walk_up
2055,-0.52,-0.43,-0.24,-27.77,-36.99,-53.41,walk_up
2082,-1.25,0.12,0.36,-27.83,-56.64,-59.08,walk_up
2109,-3.5,-0.62,-0.15,-58.35,-57.98,-31.19,walk_up
2135,-1.42,-0.52,0.14,-19.65,-58.96,-36.62,walk_up
2161,-1.02,0.09,0.41,-40.41,13.98,-46.33,walk_up
2187,-1.22,0.3,0.34,-3.36,25.02,-47.97,walk_up
2213,-0.92,0.38,-0.17,-46.45,12.76,-54.81,walk_up
2240,-0.76,0.34,-0.38,-45.17,-38.76,-70.62,walk_up
2266,-0.68,0.22,-0.31,6.59,-82.89,-83.01,walk_up
2292,-0.64,0.25,-0.16,70.56,-95.89,-74.71,walk_up
2318,-0.93,0.26,-0.09,56.82,-81.91,-56.76,walk_up
2344,-1.14,0.14,-0.1,-9.16,-41.81,-36.56,walk_up
2370,-1.45,0.13,-0.04,-74.77,-7.2,-31.56,walk_up
2396,-1.47,0.07,0.01,-119.26,21.48,-49.13,walk_up
2422,-0.97,-0.05,-0.01,-118.29,14.59,-70.68,walk_up
2448,-0.8,0.03,-0.07,-116.33,20.87,-63.54,walk_up
2474,-0.74,0.02,-0.19,-83.25,32.29,-63.42,walk_up
2500,-0.78,-0.15,-0.27,-65.92,22.16,-58.65,walk_up
2526,-0.99,-0.46,-0.3,-49.62,-1.04,-47.12,walk_up
2553,-1.12,-0.68,-0.22,-107.79,3.97,-42.48,walk_up
2579,-1.17,-0.33,-0.22,-163.7,-22.4,-26.37,walk_up
2606,-1.07,-0.21,-0.25,-113.04,-49.44,-3.97,walk_up
2633,-1.07,0.14,-0.15,-11.66,-57.62,0.24,walk_up
2659,-1.0,0.26,-0.08,19.47,-14.04,-5.13,walk_up
2686,-1.05,0.29,-0.1,9.64,21.3,-6.23,walk_up
2712,-1.08,0.33,-0.18,-16.6,51.76,-6.23,walk_up
2738,-0.92,0.34,-0.27,-26.79,58.29,-6.71,walk_up
2764,-0.87,0.34,-0.31,-10.99,54.63,-10.56,walk_up
2790,-1.01,0.37,-0.38,20.69,52.92,-12.88,walk_up
2816,-1.33,0.37,-0.47,63.35,32.41,-20.69,walk_up
2842,-1.59,0.18,-0.41,89.9,-0.12,-32.04,walk_up
2869,-1.52,-0.03,-0.29,24.9,-26.25,-31.31,walk_up
2895,-1.73,0.12,-0.23,-68.12,-26.67,-22.77,walk_up
2922,-1.81,0.32,-0.16,-112.73,-3.54,-21.18,walk_up
2948,-1.11,0.59,0.05,-74.46,11.11,-27.47,walk_up
2974,-0.97,0.36,0.15,206.73,36.56,-38.09,walk_up
3000,-0.87,0.14,-0.06,237.12,63.11,-7.45,walk_up
3026,-0.81,-0.01,-0.06,184.27,33.63,16.36,walk_up
3052,-0.86,-0.28,0.13,174.5,27.95,54.87,walk_up
3078,-1.11,-0.6,-0.08,182.37,15.32,119.32,walk_up
3104,-1.61,-0.27,0.08,307.37,-3.11,183.29,walk_up
3130,-1.4,0.52,0.75,403.81,-46.14,146.48,walk_up
3156,-0.98,0.77,0.78,-23.13,17.4,101.62,walk_up
3182,-0.65,0.53,-0.5,-78.06,81.97,94.91,walk_up
3208,-0.74,0.0,0.07,30.4,10.19,97.66,walk_up
3234,-1.14,-0.73,0.09,6.59,42.79,109.44,walk_up
3260,-1.22,-0.12,-0.01,12.08,43.7,74.83,walk_up
3286,-0.63,0.35,0.01,5.49,31.01,53.59,walk_up
3312,-0.1,0.47,-0.06,-0.37,21.0,57.86,walk_up
3338,-0.25,0.08,0.18,2.44,-34.12,52.73,walk_up
3364,-0.38,-0.04,0.24,-3.66,-55.79,38.21,walk_up
3390,-0.4,-0.16,0.14,-4.64,-51.45,21.3,walk_up
3416,-0.51,-0.31,0.06,-1.28,-50.72,0.0,walk_up
3442,-0.57,-0.38,0.01,-0.37,-60.55,-20.02,walk_up
3468,-0.59,-0.39,-0.18,-2.26,-55.97,-41.02,walk_up
3494,-0.76,-0.45,-0.25,-14.65,-42.42,-59.94,walk_up
3520,-1.34,-0.18,0.13,-15.01,-47.42,-75.01,walk_up
3546,-2.58,-0.41,0.21,-15.56,-46.51,-66.77,walk_up
3572,-1.75,-0.5,0.02,-32.47,-41.32,-37.9,walk_up
3599,-1.31,-0.21,0.28,-46.69,-5.0,-36.01,walk_up
3626,-1.5,0.02,0.32,-23.01,11.78,-43.95,walk_up
3652,-0.91,0.35,-0.06,-39.06,18.55,-37.29,walk_up
3678,-0.65,0.44,-0.32,-31.19,-15.32,-46.57,walk_up
3705,-0.63,0.42,-0.31,5.37,-51.94,-63.35,walk_up
3731,-0.58,0.41,-0.21,51.27,-64.64,-67.38,walk_up
3757,-0.72,0.41,-0.06,62.44,-65.98,-65.98,walk_up
3783,-0.94,0.33,0.04,15.01,-47.49,-55.97,walk_up
3809,-1.14,0.16,0.1,-64.51,-17.15,-42.48,walk_up
3835,-1.58,0.2,0.07,-166.26,13.55,-44.62,walk_up
3861,-1.33,-0.04,-0.04,-172.67,27.4,-84.66,walk_up
3887,-0.85,-0.2,-0.05,-150.94,17.58,-76.48,walk_up
3913,-0.78,-0.12,-0.11,-130.74,28.32,-66.47,walk_up
3940,-0.92,-0.23,-0.29,-48.1,17.76,-57.37,walk_up
3967,-1.09,-0.43,-0.21,-51.82,-1.59,-49.13,walk_up
3994,-1.2,-0.51,-0.14,-100.34,-5.92,-36.68,walk_up
4020,-1.13,-0.32,-0.13,-137.94,-25.63,-19.47,walk_up
4047,-1.06,-0.16,-0.19,-121.64,-30.46,0.43,walk_up
4073,-1.05,0.09,-0.19,-64.88,-21.67,9.83,walk_up
4099,-0.91,0.31,-0.28,18.25,6.84,8.3,walk_up
4125,-0.89,0.41,-0.27,90.76,31.62,3.78,walk_up
4151,-0.83,0.45,-0.25,87.71,60.49,5.19,walk_up
4177,-0.85,0.48,-0.25,40.1,45.35,14.1,walk_up
4203,-1.05,0.46,-0.25,23.86,0.43,15.63,walk_up
4229,-1.34,0.42,-0.24,34.36,-13.49,6.77,walk_up
4255,-1.68,0.38,-0.23,22.34,-23.8,-6.47,walk_up
4281,-1.77,0.32,-0.24,-6.96,-38.88,-32.71,walk_up
4307,-1.61,0.09,-0.08,-26.92,-28.69,-47.73,walk_up
4333,-1.53,0.34,0.08,-55.79,1.1,-42.48,walk_up
4359,-1.23,0.3,0.18,55.11,33.94,-55.66,walk_up
4385,-0.98,0.15,-0.09,49.38,70.5,-34.12,walk_up
4411,-0.91,0.22,-0.2,74.16,67.44,-16.54,walk_up
4437,-0.84,0.03,-0.25,116.94,60.06,-2.26,walk_up
4463,-0.74,-0.23,-0.15,107.06,37.72,26.43,walk_up
4489,-0.93,-0.67,-0.1,104.19,11.66,86.73,walk_up
4515,-1.51,-0.2,0.14,270.39,-21.97,158.39,walk_up
4541,-1.59,0.24,0.36,448.67,-5.07,153.99,walk_up
4567,-0.99,0.48,2.02,363.28,-99.55,89.23,walk_up
4593,-1.02,0.57,0.3,-93.81,60.67,105.96,walk_up
4619,-0.79,0.26,-0.38,-86.24,79.65,96.44,walk_up
4645,-0.96,-0.35,-0.04,11.41,1.28,96.07,walk_up
4671,-1.15,-0.33,0.06,22.83,29.3,81.97,walk_up
4697,-0.87,0.25,-0.05,28.93,25.82,56.7,walk_up
4723,0.03,0.77,-0.02,26.86,1.77,57.31,walk_up
4749,-0.25,0.06,0.14,17.94,-22.52,67.99,walk_up
4775,-0.75,-0.21,0.2,-2.87,-55.54,36.38,walk_up
4801,-0.28,-0.03,0.05,-11.66,-45.04,29.05,walk_up
4827,-0.54,-0.25,0.08,-7.02,-57.37,6.16,walk_up
4853,-0.52,-0.34,0.01,-11.11,-42.97,-8.42,walk_up
4880,-0.55,-0.36,-0.14,-15.87,-32.35,-22.03,walk_up
4907,-0.7,-0.3,-0.2,-20.75,-24.41,-37.96,walk_up
4934,-0.88,-0.2,0.01,-38.88,-20.26,-60.85,walk_up
4961,-1.74,0.06,0.02,-49.38,-20.32,-67.63,walk_up
4988,-2.0,-0.45,0.14,-18.13,-54.26,-43.09,walk_up
