time_ms,ax,ay,az,gx,gy,gz,label
20,-0.71,-0.53,0.22,-14.4,29.05,5.31,walk_up
46,-0.76,-0.55,0.18,6.9,-24.66,-15.63,walk_up
72,-0.75,-0.62,0.14,0.37,-21.67,-16.6,walk_up
98,-1.07,-1.01,-0.0,11.41,-40.22,2.38,walk_up
124,-1.2,-0.81,0.42,18.55,-37.23,19.84,walk_up
150,-0.95,-0.59,0.18,-28.2,4.21,23.93,walk_up
176,-0.73,-0.47,0.06,-17.52,-9.34,10.07,walk_up
202,-0.68,-0.42,0.04,-12.02,-19.84,-3.3,walk_up
228,-0.69,-0.41,-0.09,1.4,-19.17,-15.38,walk_up
254,-0.9,-0.52,-0.02,8.97,-6.29,-26.0,walk_up
281,-1.19,-0.56,-0.04,10.93,-5.74,-34.12,walk_up
307,-1.57,-0.81,0.04,1.71,-15.99,-44.98,walk_up
334,-1.56,-0.8,0.13,-1.89,-23.74,-60.79,walk_up
361,-1.39,-0.54,0.16,-26.79,-5.19,-76.05,walk_up
387,-1.17,-0.32,0.06,-52.06,7.81,-81.3,walk_up
413,-0.8,-0.17,0.02,-67.38,4.21,-80.44,walk_up
439,-0.74,-0.14,-0.15,-52.98,-9.52,-80.32,walk_up
465,-0.76,-0.08,-0.36,-13.43,-48.46,-77.82,walk_up
492,-0.81,0.02,-0.17,6.16,-83.92,-71.66,walk_up
518,-0.89,0.08,-0.02,9.52,-83.86,-56.64,walk_up
544,-1.04,0.18,-0.08,36.99,-73.36,-56.15,walk_up
570,-1.2,0.2,-0.05,55.36,-52.25,-64.45,walk_up
598,-1.06,0.12,-0.06,24.96,-20.81,-63.29,walk_up
624,-0.96,0.15,-0.1,21.55,-16.36,-62.81,walk_up
650,-0.88,0.24,-0.03,16.54,-16.05,-56.7,walk_up
677,-0.75,0.19,0.05,-22.46,9.22,-50.17,walk_up
703,-0.76,-0.04,-0.05,-52.49,6.35,-50.23,walk_up
729,-0.76,-0.26,-0.13,-69.58,0.73,-60.18,walk_up
756,-1.03,-0.71,-0.24,-121.34,19.96,-52.12,walk_up
782,-1.27,-0.89,-0.39,-211.73,31.13,-29.54,walk_up
808,-1.14,-0.75,-0.43,-162.66,17.52,-38.64,walk_up
834,-0.99,-0.52,-0.28,-33.26,-18.62,-18.19,walk_up
861,-1.05,-0.03,-0.22,79.53,-57.74,-8.91,walk_up
887,-1.14,0.23,-0.09,133.24,-68.42,-13.06,walk_up
913,-0.99,0.28,-0.03,80.26,-14.65,-5.37,walk_up
939,-0.79,0.28,-0.06,-16.78,29.66,-4.46,walk_up
965,-0.83,0.37,-0.13,-92.29,50.42,10.13,walk_up
991,-1.09,0.47,-0.27,-99.61,71.96,11.6,walk_up
1017,-1.44,0.5,-0.36,-51.21,67.08,5.37,walk_up
1043,-1.87,0.46,-0.41,7.57,39.79,-12.7,walk_up
1069,-2.03,0.3,-0.32,37.17,5.8,-30.03,walk_up
1095,-1.72,0.14,-0.13,12.08,-21.36,-44.74,walk_up
1121,-1.57,0.15,-0.0,-32.53,-21.0,-36.74,walk_up
1147,-1.32,0.32,0.15,-10.68,0.24,-29.36,walk_up
1173,-0.9,-0.09,0.14,186.89,31.98,-27.47,walk_up
1199,-0.75,-0.61,-0.17,205.32,45.29,35.34,walk_up
1225,-0.98,-0.23,-0.26,131.47,45.96,88.81,walk_up
1251,-1.12,-0.57,-0.12,182.13,35.95,111.39,walk_up
1277,-1.53,-0.3,0.42,305.42,44.56,161.93,walk_up
1303,-1.61,0.52,1.1,62.5,-9.46,106.69,walk_up
1329,-0.76,0.99,-0.26,-85.27,67.5,94.54,walk_up
1355,-0.71,0.34,0.33,-3.05,4.7,97.05,walk_up
1381,-0.87,-0.36,-0.11,-18.37,-1.04,99.49,walk_up
1407,-0.93,-0.37,0.0,-5.31,34.67,95.76,walk_up
1433,-0.82,0.0,0.03,3.17,15.99,73.97,walk_up
1459,-0.55,0.24,0.03,25.21,4.88,66.65,walk_up
1485,-0.29,0.17,0.04,14.04,-5.25,63.29,walk_up
1511,-0.36,-0.13,0.1,7.87,-12.63,58.78,walk_up
1537,-0.26,-0.29,0.18,4.52,-21.91,52.98,walk_up
1563,-0.38,-0.45,0.2,7.63,-36.44,36.32,walk_up
1589,-0.52,-0.44,0.09,-10.01,-36.68,13.12,walk_up
1615,-0.4,-0.39,-0.13,-26.79,-27.95,-13.24,walk_up
1641,-0.46,-0.25,-0.32,-31.19,-33.75,-39.61,walk_up
1668,-0.48,-0.19,-0.18,-28.5,-37.54,-72.51,walk_up
1694,-1.36,0.37,0.27,0.67,-63.72,-105.96,walk_up
1720,-3.32,-0.42,-0.27,18.86,-81.91,-84.59,walk_up
1746,-1.64,-0.87,0.1,-11.23,-120.54,-64.7,walk_up
1772,-1.14,-0.34,0.57,-7.14,-45.04,-64.64,walk_up
1799,-1.27,0.19,0.25,-14.16,33.69,-59.27,walk_up
1825,-0.86,0.32,-0.09,-34.12,23.25,-48.77,walk_up
1852,-0.51,0.39,-0.48,-18.74,1.34,-56.88,walk_up
1879,-0.44,0.39,-0.3,42.18,-37.72,-57.8,walk_up
1905,-0.67,0.35,-0.12,55.24,-47.61,-58.96,walk_up
1931,-0.96,0.37,-0.13,23.68,-59.2,-55.73,walk_up
1958,-1.24,0.29,-0.06,11.41,-73.85,-51.33,walk_up
1984,-1.64,0.19,-0.02,-55.3,-33.2,-39.25,walk_up
2011,-1.38,0.01,-0.08,-118.1,11.47,-75.74,walk_up
2037,-0.96,-0.1,-0.13,-105.16,-2.14,-87.1,walk_up
2064,-0.76,-0.23,-0.12,-85.39,-10.44,-76.29,walk_up
2090,-0.76,-0.45,-0.15,-91.8,7.51,-56.46,walk_up
2117,-0.71,-0.6,-0.22,-99.79,19.17,-41.99,walk_up
2144,-0.91,-0.75,-0.36,-93.02,16.48,-29.79,walk_up
2170,-0.98,-0.55,-0.33,-74.71,21.36,-7.75,walk_up
2197,-1.1,0.04,-0.35,38.02,-22.09,12.27,walk_up
2223,-1.2,0.3,-0.41,146.55,-45.72,0.31,walk_up
2249,-1.18,0.43,-0.27,176.21,-63.29,5.19,walk_up
2276,-1.06,0.48,-0.14,98.27,6.96,26.73,walk_up
2302,-1.08,0.5,-0.17,22.83,47.79,45.72,walk_up
2328,-1.01,0.46,-0.24,-32.53,28.2,40.83,walk_up
2354,-1.17,0.39,-0.25,-36.87,20.69,21.0,walk_up
2381,-1.65,0.39,-0.31,-36.74,19.71,-13.12,walk_up
2407,-1.8,0.29,-0.28,-35.89,9.16,-56.7,walk_up
2433,-1.81,0.23,-0.21,-66.16,10.8,-56.03,walk_up
2459,-1.58,0.22,-0.18,-94.73,34.12,-52.67,walk_up
2485,-1.16,0.19,-0.14,-79.22,46.08,-41.44,walk_up
2511,-0.83,0.12,-0.11,68.91,51.45,-22.71,walk_up
2537,-0.61,-0.3,-0.11,259.83,39.37,24.6,walk_up
2563,-0.58,-0.55,-0.09,217.22,12.27,86.18,walk_up
2589,-0.96,-0.93,-0.1,131.41,5.31,152.4,walk_up
2615,-1.81,-0.58,0.24,291.44,39.79,178.1,walk_up
2641,-1.63,0.21,2.14,171.02,-18.13,117.07,walk_up
2667,-1.05,1.21,-0.38,-148.32,111.45,93.08,walk_up
2693,-0.6,0.57,-0.1,18.86,15.08,123.9,walk_up
2719,-0.61,0.04,0.19,-11.78,-12.33,120.54,walk_up
