time_ms,ax,ay,az,gx,gy,gz,label
20,-0.38,0.27,0.28,-20.08,37.72,9.16,walk_up
46,-0.41,0.27,0.4,-2.08,-63.35,23.07,walk_up
72,-1.23,0.34,0.31,-9.22,-65.37,31.8,walk_up
98,-2.27,0.45,0.27,-15.75,-54.57,31.49,walk_up
124,-1.52,0.43,0.2,0.0,-15.2,26.49,walk_up
150,-0.96,0.04,0.47,-9.34,-12.33,57.43,walk_up
176,-1.11,0.08,0.22,-23.99,-28.99,83.19,walk_up
202,-1.51,0.01,0.15,-0.73,-35.58,88.62,walk_up
228,-1.37,0.25,0.02,31.56,-38.88,82.09,walk_up
254,-0.85,0.1,0.08,59.81,-42.36,71.59,walk_up
280,-0.52,-0.08,0.0,40.65,-57.43,65.61,walk_up
306,-0.92,-0.26,-0.15,31.62,-78.43,63.66,walk_up
332,-1.09,-0.23,-0.15,67.2,-56.82,57.01,walk_up
358,-1.06,-0.15,0.16,73.49,-18.92,51.21,walk_up
384,-1.07,-0.26,0.16,60.42,2.56,53.22,walk_up
411,-1.07,-0.32,0.2,83.56,19.23,70.25,walk_up
438,-0.95,-0.15,0.06,88.68,31.43,71.66,walk_up
464,-0.98,0.03,-0.08,113.89,9.22,47.91,walk_up
491,-0.96,0.18,-0.07,188.11,-3.36,13.67,walk_up
518,-1.07,0.34,-0.06,247.62,-21.91,-27.28,walk_up
544,-1.16,0.79,0.06,294.56,10.38,-44.49,walk_up
571,-1.0,0.77,0.16,166.69,-65.92,-30.58,walk_up
598,-0.69,-0.45,0.16,-46.14,-19.23,-32.53,walk_up
625,-0.89,0.08,-0.1,-97.35,0.98,-1.16,walk_up
651,-0.9,0.02,-0.22,-92.59,2.14,18.55,walk_up
677,-0.94,-0.17,-0.13,-59.81,2.56,25.02,walk_up
704,-0.97,0.08,-0.04,-21.0,14.28,24.54,walk_up
730,-1.13,0.06,-0.05,-14.83,13.98,19.17,walk_up
756,-1.36,-0.07,-0.15,1.34,4.03,13.73,walk_up
782,-1.48,-0.16,-0.09,26.0,-14.83,3.54,walk_up
808,-1.77,-0.31,-0.01,35.83,-22.09,12.15,walk_up
834,-1.87,-0.63,0.2,-9.58,-12.45,45.1,walk_up
860,-1.69,-0.49,0.18,-47.97,25.39,43.7,walk_up
886,-1.81,-0.16,0.48,-43.4,34.85,1.16,walk_up
912,-1.5,-0.02,0.64,-100.04,85.63,3.72,walk_up
938,-1.31,-0.16,0.47,-162.72,118.23,24.78,walk_up
964,-1.09,0.03,0.14,-206.73,113.34,22.52,walk_up
990,-1.03,0.32,-0.09,-174.19,77.7,-20.87,walk_up
1016,-1.31,0.23,0.35,-235.9,35.58,-51.09,walk_up
1042,-1.35,0.2,0.57,-195.5,51.39,-88.44,walk_up
1068,-1.1,-0.79,0.21,-38.33,53.59,-96.8,walk_up
1094,-0.69,-0.84,-0.07,-41.87,39.98,-65.67,walk_up
1120,-0.47,-0.37,0.17,-49.74,21.18,-64.27,walk_up
1147,-0.5,-0.01,0.2,-34.79,35.28,-65.67,walk_up
1173,-0.76,0.44,0.14,-61.34,36.38,-84.47,walk_up
1199,-0.78,0.49,0.02,-63.29,22.64,-73.67,walk_up
1225,-0.51,-0.02,0.06,-30.15,1.65,-35.46,walk_up
1251,-0.41,0.01,0.16,-38.57,-14.4,-34.55,walk_up
1277,-0.25,0.05,0.26,-38.09,-23.38,-36.19,walk_up
1303,-0.47,0.11,0.17,3.6,-39.92,-35.1,walk_up
1329,-0.36,0.26,0.16,19.35,-52.37,-26.55,walk_up
1355,-0.28,0.25,0.15,27.16,-51.27,-19.29,walk_up
1381,-0.3,0.29,0.11,28.08,-43.64,-6.35,walk_up
1407,-0.36,0.27,0.08,24.78,-38.02,9.89,walk_up
1433,-0.43,0.17,0.0,15.01,-44.56,24.84,walk_up
1460,-0.52,0.28,0.11,-13.85,-60.18,47.3,walk_up
1486,-1.85,0.28,0.38,-34.24,-73.49,71.23,walk_up
1512,-3.08,0.87,0.33,-25.94,-42.6,37.84,walk_up
1538,-1.29,0.46,0.17,62.81,-40.77,44.86,walk_up
1564,-1.3,0.12,0.38,25.02,-36.38,55.36,walk_up
1590,-1.44,-0.03,0.13,28.32,-19.17,74.83,walk_up
1617,-0.8,-0.06,-0.02,75.32,-31.37,67.81,walk_up
1643,-0.54,-0.04,-0.1,73.06,-50.29,69.58,walk_up
1669,-0.51,-0.12,-0.09,49.74,-57.98,68.85,walk_up
1696,-0.62,-0.32,0.02,20.87,-48.22,63.23,walk_up
1723,-0.92,-0.25,-0.04,54.69,-29.11,49.01,walk_up
1749,-0.99,-0.3,0.09,60.36,-0.37,29.24,walk_up
1776,-1.31,-0.3,0.05,37.9,11.66,23.86,walk_up
1803,-1.73,-0.14,0.0,59.81,16.6,53.89,walk_up
1829,-1.21,0.09,-0.03,116.7,-22.03,72.08,walk_up
1856,-0.99,0.11,0.03,175.05,-19.59,56.03,walk_up
1884,-1.0,0.23,0.09,224.18,-6.1,21.06,walk_up
1911,-1.05,0.51,0.06,179.81,-18.31,8.18,walk_up
1938,-1.01,0.72,0.09,219.12,6.47,-11.41,walk_up
1964,-0.78,0.56,0.23,170.59,-6.47,-22.46,walk_up
1991,-0.7,-0.13,-0.06,-77.03,8.85,-6.65,walk_up
2018,-0.89,0.01,-0.34,-157.35,13.24,9.95,walk_up
2044,-0.81,-0.18,-0.36,-123.11,14.65,24.23,walk_up
2070,-0.93,-0.32,-0.22,-37.05,-5.37,20.51,walk_up
2096,-1.23,-0.23,-0.03,17.64,-15.44,8.36,walk_up
2122,-1.4,-0.03,0.15,-1.71,-20.63,0.12,walk_up
2148,-1.51,-0.0,-0.07,3.36,-16.72,22.22,walk_up
2174,-1.77,-0.31,0.05,25.21,-22.46,31.62,walk_up
2200,-1.59,-0.56,0.24,-29.91,-0.67,53.22,walk_up
2226,-1.51,-0.41,0.02,-75.68,26.86,38.94,walk_up
2252,-1.78,-0.41,0.29,-34.97,23.25,-17.09,walk_up
2278,-1.49,-0.01,0.4,-62.38,73.36,-18.68,walk_up
2304,-1.28,-0.16,0.37,-50.72,100.22,6.16,walk_up
2331,-1.03,0.09,0.19,-134.83,103.03,12.94,walk_up
2357,-1.02,0.47,0.03,-165.1,79.96,-11.54,walk_up
2383,-1.37,0.7,0.33,-168.64,42.42,-55.48,walk_up
