time_ms,ax,ay,az,gx,gy,gz,label
20,-1.35,0.27,0.28,-21.85,40.04,7.75,walk_up
46,-1.26,0.39,0.22,-14.4,19.41,-6.77,walk_up
72,-1.13,0.55,0.13,53.22,20.32,-10.8,walk_up
98,-0.97,0.5,0.17,176.64,5.25,-25.21,walk_up
124,-0.86,0.3,0.3,215.7,-16.54,-11.54,walk_up
150,-0.88,0.18,0.32,191.77,-22.71,20.69,walk_up
176,-1.02,0.14,0.23,187.56,-31.25,40.41,walk_up
202,-1.09,-0.14,0.3,222.35,-17.58,64.39,walk_up
228,-1.31,-0.76,0.36,258.36,-42.48,103.39,walk_up
255,-1.33,0.19,0.84,179.75,-26.79,143.86,walk_up
281,-0.86,0.56,0.56,42.42,18.92,121.22,walk_up
307,-0.76,0.39,-0.12,-8.91,36.87,119.14,walk_up
333,-0.75,-0.01,0.05,15.93,5.13,109.74,walk_up
359,-0.96,-0.51,0.11,18.49,4.64,115.54,walk_up
385,-0.85,-0.09,0.15,22.71,-15.5,105.41,walk_up
411,-0.5,0.19,0.29,22.58,-25.39,91.55,walk_up
437,-0.35,0.17,0.17,0.18,-28.99,79.59,walk_up
463,-0.43,0.06,0.02,-19.59,-58.59,64.33,walk_up
489,-0.59,-0.03,0.07,-12.08,-75.74,40.04,walk_up
515,-0.63,-0.09,0.12,-17.82,-72.39,13.61,walk_up
542,-0.51,-0.14,0.17,-26.67,-53.89,-3.17,walk_up
568,-0.44,-0.13,0.09,-30.94,-27.53,-11.11,walk_up
594,-0.48,-0.23,0.06,-20.81,-25.57,-22.89,walk_up
621,-0.68,-0.4,0.08,-11.96,-43.7,-33.2,walk_up
647,-0.86,-0.39,0.12,-6.59,-60.61,-38.33,walk_up
673,-1.21,-0.18,0.28,-6.96,-59.88,-44.19,walk_up
699,-1.93,-0.35,0.08,-28.14,-38.33,-39.55,walk_up
725,-1.94,-0.68,-0.14,-28.56,-19.1,-31.13,walk_up
751,-1.5,-0.21,0.22,-4.46,2.14,-35.71,walk_up
778,-1.68,-0.21,0.4,-26.67,18.62,-44.31,walk_up
804,-1.45,-0.08,0.17,-70.92,42.66,-49.26,walk_up
831,-1.02,0.16,-0.08,-69.64,10.38,-57.07,walk_up
858,-0.77,0.33,-0.18,-45.47,-34.85,-70.98,walk_up
885,-0.7,0.28,-0.15,-18.74,-64.76,-83.8,walk_up
911,-0.74,0.32,-0.06,4.88,-55.97,-83.25,walk_up
938,-0.73,0.29,-0.03,16.17,-32.35,-77.82,walk_up
964,-0.77,0.14,-0.01,-15.44,-13.37,-61.83,walk_up
991,-0.86,0.02,0.05,-42.79,0.92,-41.5,walk_up
1018,-0.94,0.05,0.11,-63.48,12.7,-31.92,walk_up
1044,-1.01,0.14,0.13,-77.51,34.0,-34.36,walk_up
1070,-0.92,0.05,0.05,-82.82,43.09,-44.49,walk_up
1096,-0.97,0.03,-0.02,-82.64,32.35,-43.46,walk_up
1123,-1.06,-0.0,-0.09,-73.61,8.24,-30.88,walk_up
1149,-1.0,-0.11,-0.04,-78.12,1.4,-39.37,walk_up
1175,-1.05,-0.27,-0.02,-92.9,-5.8,-38.21,walk_up
1201,-1.2,-0.41,-0.07,-139.04,11.35,-24.96,walk_up
1228,-1.22,-0.3,-0.17,-167.97,-8.97,-1.22,walk_up
1255,-1.07,-0.06,-0.25,-53.41,-37.35,15.56,walk_up
1282,-0.98,0.22,-0.1,40.47,-36.44,11.84,walk_up
1309,-1.02,0.32,-0.08,62.74,-12.82,13.12,walk_up
1336,-0.93,0.31,-0.08,40.83,-7.14,9.95,walk_up
1363,-0.93,0.23,0.01,9.34,-8.12,9.46,walk_up
1389,-0.94,0.25,-0.01,-6.41,6.59,12.7,walk_up
1416,-1.0,0.3,-0.07,0.37,14.34,10.74,walk_up
1443,-1.17,0.3,-0.08,7.32,18.19,0.37,walk_up
1470,-1.29,0.31,-0.09,-12.15,26.67,-11.41,walk_up
1496,-1.44,0.32,-0.12,-45.47,30.33,-21.67,walk_up
1523,-1.62,0.33,-0.14,-69.58,37.54,-39.25,walk_up
1550,-1.62,0.28,-0.15,-31.86,19.35,-42.24,walk_up
1577,-1.48,0.4,0.03,-8.0,20.26,-32.65,walk_up
1604,-1.32,0.89,0.3,102.42,-1.53,-24.23,walk_up
1631,-1.15,0.12,0.24,193.79,58.11,-43.27,walk_up
1658,-1.03,-0.07,0.05,185.67,46.94,-24.6,walk_up
1685,-0.95,-0.38,0.13,194.76,32.9,10.01,walk_up
1711,-1.03,-0.85,0.22,238.1,45.41,49.07,walk_up
1737,-1.45,-0.55,-0.0,270.02,-2.14,120.36,walk_up
1763,-1.62,0.3,0.48,351.14,-37.96,112.79,walk_up
1789,-1.09,0.19,1.95,173.83,-110.41,86.43,walk_up
1815,-0.91,1.13,0.02,-140.44,96.07,106.69,walk_up
1841,-0.33,0.2,-0.05,-51.21,39.37,96.62,walk_up
1867,-0.79,-0.01,0.26,-34.67,26.31,95.89,walk_up
1893,-1.04,-0.53,0.12,-13.43,43.64,105.65,walk_up
1919,-1.08,-0.08,0.07,18.98,16.54,83.74,walk_up
1946,-0.54,0.43,-0.01,8.12,17.52,61.58,walk_up
1973,-0.01,0.37,0.11,22.95,-21.42,57.8,walk_up
1999,-0.3,0.1,0.27,9.95,-50.6,53.04,walk_up
2026,-0.33,0.05,0.24,12.15,-58.9,35.95,walk_up
2052,-0.51,-0.06,0.19,14.77,-63.78,15.87,walk_up
2079,-0.58,-0.25,0.16,2.38,-52.98,-8.73,walk_up
2105,-0.53,-0.3,0.05,-11.29,-48.22,-32.17,walk_up
2131,-0.7,-0.41,-0.03,-5.74,-57.31,-55.54,walk_up
2157,-1.16,-0.35,0.13,9.52,-60.85,-66.22,walk_up
2183,-1.93,-0.34,0.21,-8.12,-31.49,-54.32,walk_up
2209,-2.37,-0.6,0.16,-41.87,-34.06,-21.67,walk_up
2235,-1.13,-0.35,0.2,-40.89,-7.45,-42.91,walk_up
2261,-1.28,0.16,0.47,-2.5,8.97,-44.86,walk_up
2288,-1.09,0.23,0.3,-28.93,20.63,-44.07,walk_up
2314,-0.81,0.27,-0.2,-64.33,3.72,-44.13,walk_up
2340,-0.79,0.17,-0.26,-48.65,-47.97,-58.65,walk_up
2367,-0.73,0.19,-0.15,16.78,-71.53,-71.29,walk_up
2394,-0.72,0.31,0.04,57.25,-68.66,-76.72,walk_up
2420,-0.84,0.29,0.05,32.04,-43.52,-65.86,walk_up
2447,-0.81,0.19,-0.02,3.3,-11.54,-52.67,walk_up
2473,-1.04,0.19,0.03,-31.25,2.56,-31.31,walk_up
2499,-1.36,0.2,0.12,-100.16,-1.89,-16.36,walk_up
2526,-1.07,0.09,0.1,-137.51,10.07,-36.19,walk_up
2552,-0.9,0.04,0.04,-133.48,16.42,-57.98,walk_up
2579,-1.02,0.0,-0.01,-109.8,21.42,-58.78,walk_up
2606,-1.02,-0.18,-0.05,-91.55,18.07,-60.79,walk_up
2632,-1.04,-0.39,-0.03,-106.14,-0.98,-46.57,walk_up
2659,-1.1,-0.52,-0.04,-182.62,1.89,-16.17,walk_up
2687,-1.12,-0.29,-0.03,-200.87,-27.47,8.79,walk_up
2714,-1.14,-0.08,-0.08,-97.96,-35.4,20.57,walk_up
2741,-1.08,0.16,-0.18,28.75,-12.15,13.12,walk_up
2768,-1.03,0.28,-0.15,116.27,10.44,3.36,walk_up
2794,-0.91,0.32,-0.15,84.35,28.81,9.28,walk_up
2820,-0.91,0.39,-0.2,5.31,28.69,11.96,walk_up
2847,-1.0,0.45,-0.23,-22.58,18.68,11.41,walk_up
2874,-1.13,0.42,-0.2,-11.54,6.04,-8.85,walk_up
2901,-1.43,0.35,-0.15,0.67,0.0,-16.91,walk_up
2928,-1.72,0.31,-0.11,-0.18,-6.23,-18.92,walk_up
2955,-1.66,0.22,-0.02,-19.29,1.83,-31.8,walk_up
2981,-1.5,0.24,0.05,-25.33,18.49,-23.56,walk_up
3007,-1.34,0.68,0.23,22.77,31.13,-15.44,walk_up
3033,-1.14,0.36,0.14,194.21,69.09,-26.37,walk_up
3059,-1.02,0.21,-0.01,173.34,49.5,-7.87,walk_up
3085,-0.67,-0.01,0.02,169.49,35.89,-0.73,walk_up
3111,-0.65,-0.53,0.06,151.49,28.26,41.56,walk_up
3137,-1.2,-0.77,-0.07,144.96,8.85,117.8,walk_up
3163,-1.66,-0.3,0.11,384.58,-12.45,121.34,walk_up
3189,-1.45,0.23,1.23,354.55,-24.72,107.18,walk_up
3215,-1.05,0.62,1.21,-10.07,-6.47,81.24,walk_up
3241,-0.7,0.56,-0.3,-116.15,95.76,85.69,walk_up
