run_name,experiment,split,accuracy,macro_f1,weighted_f1,model_size_bytes,precision_walking,recall_walking,f1_walking,precision_walking_upstairs,recall_walking_upstairs,f1_walking_upstairs,precision_walking_downstairs,recall_walking_downstairs,f1_walking_downstairs,precision_sitting,recall_sitting,f1_sitting,precision_standing,recall_standing,f1_standing,precision_laying,recall_laying,f1_laying,model_type
m3_v2_1_mixed_6ch,mixed_6ch_v2_1,uci_test,0.7957244655581948,0.7932142674951451,0.7995297835053699,13460,0.7631578947368421,0.6431451612903226,0.6980306345733042,0.9182242990654206,0.8343949044585988,0.8743047830923248,0.5569620253164557,0.7333333333333333,0.6330935251798561,0.75,0.769857433808554,0.7597989949748744,0.832089552238806,0.8383458646616542,0.8352059925093633,0.9862204724409449,0.9329608938547486,0.9588516746411483,FP32
m3_v2_1_mixed_6ch,mixed_6ch_v2_1,arduino_v2_grouped,0.7378640776699029,0.7097277119016249,0.6695601007969095,13460,1.0,0.8181818181818182,0.9,1.0,0.8333333333333334,0.9090909090909091,0.6428571428571429,1.0,0.782608695652174,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,FP32
m3_v2_1_mixed_6ch,mixed_6ch_v2_1,right_60s,0.8583333333333333,0.7647422609427834,0.82001246291547,13460,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,0.0,0.47619047619047616,1.0,0.6451612903225806,1.0,0.9777777777777777,0.9887640449438202,1.0,1.0,1.0,0.9782608695652174,1.0,0.989010989010989,FP32
m3_v2_1_mixed_6ch,mixed_6ch_v2_1,left_30s,0.4260869565217391,0.3720735785953177,0.3438660268527944,13460,1.0,0.21052631578947367,0.34782608695652173,0.5833333333333334,0.9333333333333333,0.717948717948718,0.42857142857142855,0.6,0.5,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,0.0,0.0,0.0,FP32
m3_v2_1_mixed_6ch_int8,mixed_6ch_v2_1,uci_test,0.7984390906006108,0.796014713999562,0.8020989399598223,10288,0.7603686635944701,0.6653225806451613,0.7096774193548387,0.9214780600461894,0.8471337579617835,0.8827433628318584,0.5706214689265536,0.7214285714285714,0.637223974763407,0.7436399217221135,0.7739307535641547,0.7584830339321357,0.8317757009345794,0.8364661654135338,0.8341143392689785,0.9860834990059643,0.9236499068901304,0.9538461538461539,INT8
m3_v2_1_mixed_6ch_int8,mixed_6ch_v2_1,arduino_v2_grouped,0.7572815533980582,0.7308802308802309,0.6872609591056192,10288,1.0,0.9090909090909091,0.9523809523809523,1.0,0.8333333333333334,0.9090909090909091,0.75,1.0,0.8571428571428571,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,INT8
m3_v2_1_mixed_6ch_int8,mixed_6ch_v2_1,right_60s,0.8708333333333333,0.774073616770246,0.8291661521998601,10288,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,1.0,0.9777777777777777,0.9887640449438202,1.0,1.0,1.0,0.9782608695652174,1.0,0.989010989010989,INT8
m3_v2_1_mixed_6ch_int8,mixed_6ch_v2_1,left_30s,0.43478260869565216,0.3885858585858586,0.36138603425559945,10288,1.0,0.3157894736842105,0.48,0.56,0.9333333333333333,0.7,0.4444444444444444,0.5333333333333333,0.48484848484848486,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,0.0,0.0,0.0,INT8
