class,precision,recall,f1-score,support
WALKING,1.0,1.0,1.0,22.0
WALKING_UPSTAIRS,1.0,0.9333333333333333,0.9655172413793104,15.0
WALKING_DOWNSTAIRS,0.9230769230769231,1.0,0.96,12.0
SITTING,1.0,1.0,1.0,22.0
STANDING,1.0,1.0,1.0,22.0
LAYING,1.0,1.0,1.0,22.0
macro avg,0.9871794871794872,0.9888888888888889,0.9875862068965517,115.0
weighted avg,0.9919732441471573,0.991304347826087,0.991328335832084,115.0
