class,precision,recall,f1-score,support
WALKING,1.0,1.0,1.0,22.0
WALKING_UPSTAIRS,0.7894736842105263,1.0,0.8823529411764706,15.0
WALKING_DOWNSTAIRS,1.0,0.7333333333333333,0.8461538461538461,15.0
SITTING,0.9565217391304348,1.0,0.9777777777777777,22.0
STANDING,1.0,1.0,1.0,22.0
LAYING,1.0,0.9545454545454546,0.9767441860465116,22.0
macro avg,0.9576659038901602,0.9479797979797979,0.9471714585257677,118.0
weighted avg,0.9651320637629447,0.9576271186440678,0.9570091950346535,118.0
